00TI               20241203                                                                                   
0601TIA2N       20250101003940100000005000 0200000000002810   
0601TIA2N       20250101003945100000005000 0200000000002810   
0601TIA2N       20250101003950100000005000 0200000000002810   
0601TIA2N       20250101003955100000005000 0200000000002810   
0601TIA2N       20250101003960100000005000 0200000000002810   
0601TIA2N       20250101003965100000005000 0200000000002810   
0601TIA2N       20250101003970100000005000 0200000000002810   
0601TIA2N       20250101003975100000005000 0200000000002810   
0601TIA2N       20250101003980100000005000 0200000000002810   
0601TIA2N       20250101003985100000005000 0200000000002810   
0601TIA2N       20250101003990100000005000 0200000000002810   
0601TIA2N       20250101003995100000005000 0200000000002810   
0601TIA2N       20250101004000100000005000 0200000000002820   
0601TIA2N       20250101004005100000005000 0200000000002820   
0601TIA2N       20250101004010100000005000 0200000000002820   
0601TIA2N       20250101004015100000005000 0200000000002820   
0601TIA2N       20250101004020100000005000 0200000000002820   
0601TIA2N       20250101004025100000005000 0200000000002820   
0601TIA2N       20250101004030100000005000 0200000000002820   
0601TIA2N       20250101004035100000005000 0200000000002820   
0601TIA2N       20250101004040100000005000 0200000000002820   
0601TIA2N       20250101004045100000005000 0200000000002820   
0601TIA2N       20250101004050100000005000 0200000000002820   
0601TIA2N       20250101004055100000005000 0200000000002820   
0601TIA2N       20250101004060100000005000 0200000000002830   
0601TIA2N       20250101004065100000005000 0200000000002830   
0601TIA2N       20250101004070100000005000 0200000000002830   
0601TIA2N       20250101004075100000005000 0200000000002830   
0601TIA2N       20250101004080100000005000 0200000000002830   
0601TIA2N       20250101004085100000005000 0200000000002830   
0601TIA2N       20250101004090100000005000 0200000000002830   
0601TIA2N       20250101004095100000005000 0200000000002830   
0601TIA2N       20250101004100100000005000 0200000000002830   
0601TIA2N       20250101004105100000005000 0200000000002830   
0601TIA2N       20250101004110100000005000 0200000000002830   
0601TIA2N       20250101004115100000005000 0200000000002830   
0601TIA2N       20250101004120100000005000 0200000000002840   
0601TIA2N       20250101004125100000005000 0200000000002840   
0601TIA2N       20250101004130100000005000 0200000000002840   
0601TIA2N       20250101004135100000005000 0200000000002840   
0601TIA2N       20250101004140100000005000 0200000000002840   
0601TIA2N       20250101004145100000005000 0200000000002840   
0601TIA2N       20250101004150100000005000 0200000000002840   
0601TIA2N       20250101004155100000005000 0200000000002840   
0601TIA2N       20250101004160100000005000 0200000000002840   
0601TIA2N       20250101004165100000005000 0200000000002840   
0601TIA2N       20250101004170100000005000 0200000000002840   
0601TIA2N       20250101004175100000005000 0200000000002840   
0601TIA2N       20250101004180100000005000 0200000000002850   
0601TIA2N       20250101004185100000005000 0200000000002850   
0601TIA2N       20250101004190100000005000 0200000000002850   
0601TIA2N       20250101004195100000005000 0200000000002850   
0601TIA2N       20250101004200100000005000 0200000000002850   
0601TIA2N       20250101004205100000005000 0200000000002850   
0601TIA2N       20250101004210100000005000 0200000000002850   
0601TIA2N       20250101004215100000005000 0200000000002850   
0601TIA2N       20250101004220100000005000 0200000000002850   
0601TIA2N       20250101004225100000005000 0200000000002850   
0601TIA2N       20250101004230100000005000 0200000000002850   
0601TIA2N       20250101004235100000005000 0200000000002850   
0601TIA2N       20250101004240100000005000 0200000000002850   
0601TIA2N       20250101004245100000005000 0200000000002860   
0601TIA2N       20250101004250100000005000 0200000000002860   
0601TIA2N       20250101004255100000005000 0200000000002860   
0601TIA2N       20250101004260100000005000 0200000000002860   
0601TIA2N       20250101004265100000005000 0200000000002860   
0601TIA2N       20250101004270100000005000 0200000000002860   
0601TIA2N       20250101004275100000005000 0200000000002860   
0601TIA2N       20250101004280100000005000 0200000000002860   
0601TIA2N       20250101004285100000005000 0200000000002860   
0601TIA2N       20250101004290100000005000 0200000000002860   
0601TIA2N       20250101004295100000005000 0200000000002860   
0601TIA2N       20250101004300100000005000 0200000000002860   
0601TIA2N       20250101004305100000005000 0200000000002860   
0601TIA2N       20250101004310100000005000 0200000000002870   
0601TIA2N       20250101004315100000005000 0200000000002870   
0601TIA2N       20250101004320100000005000 0200000000002870   
0601TIA2N       20250101004325100000005000 0200000000002870   
0601TIA2N       20250101004330100000005000 0200000000002870   
0601TIA2N       20250101004335100000005000 0200000000002870   
0601TIA2N       20250101004340100000005000 0200000000002870   
0601TIA2N       20250101004345100000005000 0200000000002870   
0601TIA2N       20250101004350100000005000 0200000000002870   
0601TIA2N       20250101004355100000005000 0200000000002870   
0601TIA2N       20250101004360100000005000 0200000000002870   
0601TIA2N       20250101004365100000005000 0200000000002870   
0601TIA2N       20250101004370100000005000 0200000000002870   
0601TIA2N       20250101004375100000005000 0200000000002880   
0601TIA2N       20250101004380100000005000 0200000000002880   
0601TIA2N       20250101004385100000005000 0200000000002880   
0601TIA2N       20250101004390100000005000 0200000000002880   
0601TIA2N       20250101004395100000005000 0200000000002880   
0601TIA2N       20250101004400100000005000 0200000000002880   
0601TIA2N       20250101004405100000005000 0200000000002880   
0601TIA2N       20250101004410100000005000 0200000000002880   
0601TIA2N       20250101004415100000005000 0200000000002880   
0601TIA2N       20250101004420100000005000 0200000000002880   
0601TIA2N       20250101004425100000005000 0200000000002880   
0601TIA2N       20250101004430100000005000 0200000000002880   
0601TIA2N       20250101004435100000005000 0200000000002880   
0601TIA2N       20250101004440100000005000 0200000000002880   
0601TIA2N       20250101004445100000005000 0200000000002880   
0601TIA2N       20250101004450100000005000 0200000000002890   
0601TIA2N       20250101004455100000005000 0200000000002890   
0601TIA2N       20250101004460100000005000 0200000000002890   
0601TIA2N       20250101004465100000005000 0200000000002890   
0601TIA2N       20250101004470100000005000 0200000000002890   
0601TIA2N       20250101004475100000005000 0200000000002890   
0601TIA2N       20250101004480100000005000 0200000000002890   
0601TIA2N       20250101004485100000005000 0200000000002890   
0601TIA2N       20250101004490100000005000 0200000000002890   
0601TIA2N       20250101004495100000005000 0200000000002890   
0601TIA2N       20250101004500100000005000 0200000000002890   
0601TIA2N       20250101004505100000005000 0200000000002890   
0601TIA2N       20250101004510100000005000 0200000000002890   
0601TIA2N       20250101004515100000005000 0200000000002890   
0601TIA2N       20250101004520100000005000 0200000000002900   
0601TIA2N       20250101004525100000005000 0200000000002900   
0601TIA2N       20250101004530100000005000 0200000000002900   
0601TIA2N       20250101004535100000005000 0200000000002900   
0601TIA2N       20250101004540100000005000 0200000000002900   
0601TIA2N       20250101004545100000005000 0200000000002900   
0601TIA2N       20250101004550100000005000 0200000000002900   
0601TIA2N       20250101004555100000005000 0200000000002900   
0601TIA2N       20250101004560100000005000 0200000000002900   
0601TIA2N       20250101004565100000005000 0200000000002900   
0601TIA2N       20250101004570100000005000 0200000000002900   
0601TIA2N       20250101004575100000005000 0200000000002900   
0601TIA2N       20250101004580100000005000 0200000000002900   
0601TIA2N       20250101004585100000005000 0200000000002900   
0601TIA2N       20250101004590100000005000 0200000000002900   
0601TIA2N       20250101004595100000005000 0200000000002910   
0601TIA2N       20250101004600100000005000 0200000000002910   
0601TIA2N       20250101004605100000005000 0200000000002910   
0601TIA2N       20250101004610100000005000 0200000000002910   
0601TIA2N       20250101004615100000005000 0200000000002910   
0601TIA2N       20250101004620100000005000 0200000000002910   
0601TIA2N       20250101004625100000005000 0200000000002910   
0601TIA2N       20250101004630100000005000 0200000000002910   
0601TIA2N       20250101004635100000005000 0200000000002910   
0601TIA2N       20250101004640100000005000 0200000000002910   
0601TIA2N       20250101004645100000005000 0200000000002910   
0601TIA2N       20250101004650100000005000 0200000000002910   
0601TIA2N       20250101004655100000005000 0200000000002910   
0601TIA2N       20250101004660100000005000 0200000000002910   
0601TIA2N       20250101004665100000005000 0200000000002910   
0601TIA2N       20250101004670100000005000 0200000000002920   
0601TIA2N       20250101004675100000005000 0200000000002920   
0601TIA2N       20250101004680100000005000 0200000000002920   
0601TIA2N       20250101004685100000005000 0200000000002920   
0601TIA2N       20250101004690100000005000 0200000000002920   
0601TIA2N       20250101004695100000005000 0200000000002920   
0601TIA2N       20250101004700100000005000 0200000000002920   
0601TIA2N       20250101004705100000005000 0200000000002920   
0601TIA2N       20250101004710100000005000 0200000000002920   
0601TIA2N       20250101004715100000005000 0200000000002920   
0601TIA2N       20250101004720100000005000 0200000000002920   
0601TIA2N       20250101004725100000005000 0200000000002920   
0601TIA2N       20250101004730100000005000 0200000000002920   
0601TIA2N       20250101004735100000005000 0200000000002920   
0601TIA2N       20250101004740100000005000 0200000000002920   
0601TIA2N       20250101004745100000005000 0200000000002920   
0601TIA2N       20250101004750100000005000 0200000000002930   
0601TIA2N       20250101004755100000005000 0200000000002930   
0601TIA2N       20250101004760100000005000 0200000000002930   
0601TIA2N       20250101004765100000005000 0200000000002930   
0601TIA2N       20250101004770100000005000 0200000000002930   
0601TIA2N       20250101004775100000005000 0200000000002930   
0601TIA2N       20250101004780100000005000 0200000000002930   
0601TIA2N       20250101004785100000005000 0200000000002930   
0601TIA2N       20250101004790100000005000 0200000000002930   
0601TIA2N       20250101004795100000005000 0200000000002930   
0601TIA2N       20250101004800100000005000 0200000000002930   
0601TIA2N       20250101004805100000005000 0200000000002930   
0601TIA2N       20250101004810100000005000 0200000000002930   
0601TIA2N       20250101004815100000005000 0200000000002930   
0601TIA2N       20250101004820100000005000 0200000000002930   
0601TIA2N       20250101004825100000005000 0200000000002930   
0601TIA2N       20250101004830100000005000 0200000000002940   
0601TIA2N       20250101004835100000005000 0200000000002940   
0601TIA2N       20250101004840100000005000 0200000000002940   
0601TIA2N       20250101004845100000005000 0200000000002940   
0601TIA2N       20250101004850100000005000 0200000000002940   
0601TIA2N       20250101004855100000005000 0200000000002940   
0601TIA2N       20250101004860100000005000 0200000000002940   
0601TIA2N       20250101004865100000005000 0200000000002940   
0601TIA2N       20250101004870100000005000 0200000000002940   
0601TIA2N       20250101004875100000005000 0200000000002940   
0601TIA2N       20250101004880100000005000 0200000000002940   
0601TIA2N       20250101004885100000005000 0200000000002940   
0601TIA2N       20250101004890100000005000 0200000000002940   
0601TIA2N       20250101004895100000005000 0200000000002940   
0601TIA2N       20250101004900100000005000 0200000000002940   
0601TIA2N       20250101004905100000005000 0200000000002940   
0601TIA2N       20250101004910100000005000 0200000000002940   
0601TIA2N       20250101004915100000005000 0200000000002950   
0601TIA2N       20250101004920100000005000 0200000000002950   
0601TIA2N       20250101004925100000005000 0200000000002950   
0601TIA2N       20250101004930100000005000 0200000000002950   
0601TIA2N       20250101004935100000005000 0200000000002950   
0601TIA2N       20250101004940100000005000 0200000000002950   
0601TIA2N       20250101004945100000005000 0200000000002950   
0601TIA2N       20250101004950100000005000 0200000000002950   
0601TIA2N       20250101004955100000005000 0200000000002950   
0601TIA2N       20250101004960100000005000 0200000000002950   
0601TIA2N       20250101004965100000005000 0200000000002950   
0601TIA2N       20250101004970100000005000 0200000000002950   
0601TIA2N       20250101004975100000005000 0200000000002950   
0601TIA2N       20250101004980100000005000 0200000000002950   
0601TIA2N       20250101004985100000005000 0200000000002950   
0601TIA2N       20250101004990100000005000 0200000000002950   
0601TIA2N       20250101004995100000005000 0200000000002950   
0601TIA2N       20250101005000100000005000 0200000000002950   
0601TIA2N       20250101005005100000005000 0200000000002950   
0601TIA2N       20250101005010100000005000 0200000000002960   
0601TIA2N       20250101005015100000005000 0200000000002960   
0601TIA2N       20250101005020100000005000 0200000000002960   
0601TIA2N       20250101005025100000005000 0200000000002960   
0601TIA2N       20250101005030100000005000 0200000000002960   
0601TIA2N       20250101005035100000005000 0200000000002960   
0601TIA2N       20250101005040100000005000 0200000000002960   
0601TIA2N       20250101005045100000005000 0200000000002960   
0601TIA2N       20250101005050100000005000 0200000000002960   
0601TIA2N       20250101005055100000005000 0200000000002960   
0601TIA2N       20250101005060100000005000 0200000000002960   
0601TIA2N       20250101005065100000005000 0200000000002960   
0601TIA2N       20250101005070100000005000 0200000000002960   
0601TIA2N       20250101005075100000005000 0200000000002960   
0601TIA2N       20250101005080100000005000 0200000000002960   
0601TIA2N       20250101005085100000005000 0200000000002960   
0601TIA2N       20250101005090100000005000 0200000000002960   
0601TIA2N       20250101005095100000005000 0200000000002970   
0601TIA2N       20250101005100100000005000 0200000000002970   
0601TIA2N       20250101005105100000005000 0200000000002970   
0601TIA2N       20250101005110100000005000 0200000000002970   
0601TIA2N       20250101005115100000005000 0200000000002970   
0601TIA2N       20250101005120100000005000 0200000000002970   
0601TIA2N       20250101005125100000005000 0200000000002970   
0601TIA2N       20250101005130100000005000 0200000000002970   
0601TIA2N       20250101005135100000005000 0200000000002970   
0601TIA2N       20250101005140100000005000 0200000000002970   
0601TIA2N       20250101005145100000005000 0200000000002970   
0601TIA2N       20250101005150100000005000 0200000000002970   
0601TIA2N       20250101005155100000005000 0200000000002970   
0601TIA2N       20250101005160100000005000 0200000000002970   
0601TIA2N       20250101005165100000005000 0200000000002970   
0601TIA2N       20250101005170100000005000 0200000000002970   
0601TIA2N       20250101005175100000005000 0200000000002970   
0601TIA2N       20250101005180100000005000 0200000000002970   
0601TIA2N       20250101005185100000005000 0200000000002970   
0601TIA2N       20250101005190100000005000 0200000000002980   
0601TIA2N       20250101005195100000005000 0200000000002980   
0601TIA2N       20250101005200100000005000 0200000000002980   
0601TIA2N       20250101005205100000005000 0200000000002980   
0601TIA2N       20250101005210100000005000 0200000000002980   
0601TIA2N       20250101005215100000005000 0200000000002980   
0601TIA2N       20250101005220100000005000 0200000000002980   
0601TIA2N       20250101005225100000005000 0200000000002980   
0601TIA2N       20250101005230100000005000 0200000000002980   
0601TIA2N       20250101005235100000005000 0200000000002980   
0601TIA2N       20250101005240100000005000 0200000000002980   
0601TIA2N       20250101005245100000005000 0200000000002980   
0601TIA2N       20250101005250100000005000 0200000000002980   
0601TIA2N       20250101005255100000005000 0200000000002980   
0601TIA2N       20250101005260100000005000 0200000000002980   
0601TIA2N       20250101005265100000005000 0200000000002980   
0601TIA2N       20250101005270100000005000 0200000000002980   
0601TIA2N       20250101005275100000005000 0200000000002980   
0601TIA2N       20250101005280100000005000 0200000000002980   
0601TIA2N       20250101005285100000005000 0200000000002980   
0601TIA2N       20250101005290100000005000 0200000000002990   
0601TIA2N       20250101005295100000005000 0200000000002990   
0601TIA2N       20250101005300100000005000 0200000000002990   
0601TIA2N       20250101005305100000005000 0200000000002990   
0601TIA2N       20250101005310100000005000 0200000000002990   
0601TIA2N       20250101005315100000005000 0200000000002990   
0601TIA2N       20250101005320100000005000 0200000000002990   
0601TIA2N       20250101005325100000005000 0200000000002990   
0601TIA2N       20250101005330100000005000 0200000000002990   
0601TIA2N       20250101005335100000005000 0200000000002990   
0601TIA2N       20250101005340100000005000 0200000000002990   
0601TIA2N       20250101005345100000005000 0200000000002990   
0601TIA2N       20250101005350100000005000 0200000000002990   
0601TIA2N       20250101005355100000005000 0200000000002990   
0601TIA2N       20250101005360100000005000 0200000000002990   
0601TIA2N       20250101005365100000005000 0200000000002990   
0601TIA2N       20250101005370100000005000 0200000000002990   
0601TIA2N       20250101005375100000005000 0200000000002990   
0601TIA2N       20250101005380100000005000 0200000000002990   
0601TIA2N       20250101005385100000005000 0200000000002990   
0601TIA2N       20250101005390100000005000 0200000000002990   
0601TIA2N       20250101005395100000005000 0200000000003000   
0601TIA2N       20250101005400100000005000 0200000000003000   
0601TIA2N       20250101005405100000005000 0200000000003000   
0601TIA2N       20250101005410100000005000 0200000000003000   
0601TIA2N       20250101005415100000005000 0200000000003000   
0601TIA2N       20250101005420100000005000 0200000000003000   
0601TIA2N       20250101005425100000005000 0200000000003000   
0601TIA2N       20250101005430100000005000 0200000000003000   
0601TIA2N       20250101005435100000005000 0200000000003000   
0601TIA2N       20250101005440100000005000 0200000000003000   
0601TIA2N       20250101005445100000005000 0200000000003000   
0601TIA2N       20250101005450100000005000 0200000000003000   
0601TIA2N       20250101005455100000005000 0200000000003000   
0601TIA2N       20250101005460100000005000 0200000000003000   
0601TIA2N       20250101005465100000005000 0200000000003000   
0601TIA2N       20250101005470100000005000 0200000000003000   
0601TIA2N       20250101005475100000005000 0200000000003000   
0601TIA2N       20250101005480100000005000 0200000000003000   
0601TIA2N       20250101005485100000005000 0200000000003000   
0601TIA2N       20250101005490100000005000 0200000000003000   
0601TIA2N       20250101005495100000005000 0200000000003000   
0601TIA2N       20250101005500100000005000 0200000000003010   
0601TIA2N       20250101005505100000005000 0200000000003010   
0601TIA2N       20250101005510100000005000 0200000000003010   
0601TIA2N       20250101005515100000005000 0200000000003010   
0601TIA2N       20250101005520100000005000 0200000000003010   
0601TIA2N       20250101005525100000005000 0200000000003010   
0601TIA2N       20250101005530100000005000 0200000000003010   
0601TIA2N       20250101005535100000005000 0200000000003010   
0601TIA2N       20250101005540100000005000 0200000000003010   
0601TIA2N       20250101005545100000005000 0200000000003010   
0601TIA2N       20250101005550100000005000 0200000000003010   
0601TIA2N       20250101005555100000005000 0200000000003010   
0601TIA2N       20250101005560100000005000 0200000000003010   
0601TIA2N       20250101005565100000005000 0200000000003010   
0601TIA2N       20250101005570100000005000 0200000000003010   
0601TIA2N       20250101005575100000005000 0200000000003010   
0601TIA2N       20250101005580100000005000 0200000000003010   
0601TIA2N       20250101005585100000005000 0200000000003010   
0601TIA2N       20250101005590100000005000 0200000000003010   
0601TIA2N       20250101005595100000005000 0200000000003010   
0601TIA2N       20250101005600100000005000 0200000000003010   
0601TIA2N       20250101005605100000005000 0200000000003010   
0601TIA2N       20250101005610100000005000 0200000000003020   
0601TIA2N       20250101005615100000005000 0200000000003020   
0601TIA2N       20250101005620100000005000 0200000000003020   
0601TIA2N       20250101005625100000005000 0200000000003020   
0601TIA2N       20250101005630100000005000 0200000000003020   
0601TIA2N       20250101005635100000005000 0200000000003020   
0601TIA2N       20250101005640100000005000 0200000000003020   
0601TIA2N       20250101005645100000005000 0200000000003020   
0601TIA2N       20250101005650100000005000 0200000000003020   
0601TIA2N       20250101005655100000005000 0200000000003020   
0601TIA2N       20250101005660100000005000 0200000000003020   
0601TIA2N       20250101005665100000005000 0200000000003020   
0601TIA2N       20250101005670100000005000 0200000000003020   
0601TIA2N       20250101005675100000005000 0200000000003020   
0601TIA2N       20250101005680100000005000 0200000000003020   
0601TIA2N       20250101005685100000005000 0200000000003020   
0601TIA2N       20250101005690100000005000 0200000000003020   
0601TIA2N       20250101005695100000005000 0200000000003020   
0601TIA2N       20250101005700100000005000 0200000000003020   
0601TIA2N       20250101005705100000005000 0200000000003020   
0601TIA2N       20250101005710100000005000 0200000000003020   
0601TIA2N       20250101005715100000005000 0200000000003020   
0601TIA2N       20250101005720100000005000 0200000000003020   
0601TIA2N       20250101005725100000005000 0200000000003030   
0601TIA2N       20250101005730100000005000 0200000000003030   
0601TIA2N       20250101005735100000005000 0200000000003030   
0601TIA2N       20250101005740100000005000 0200000000003030   
0601TIA2N       20250101005745100000005000 0200000000003030   
0601TIA2N       20250101005750100000005000 0200000000003030   
0601TIA2N       20250101005755100000005000 0200000000003030   
0601TIA2N       20250101005760100000005000 0200000000003030   
0601TIA2N       20250101005765100000005000 0200000000003030   
0601TIA2N       20250101005770100000005000 0200000000003030   
0601TIA2N       20250101005775100000005000 0200000000003030   
0601TIA2N       20250101005780100000005000 0200000000003030   
0601TIA2N       20250101005785100000005000 0200000000003030   
0601TIA2N       20250101005790100000005000 0200000000003030   
0601TIA2N       20250101005795100000005000 0200000000003030   
0601TIA2N       20250101005800100000005000 0200000000003030   
0601TIA2N       20250101005805100000005000 0200000000003030   
0601TIA2N       20250101005810100000005000 0200000000003030   
0601TIA2N       20250101005815100000005000 0200000000003030   
0601TIA2N       20250101005820100000005000 0200000000003030   
0601TIA2N       20250101005825100000005000 0200000000003030   
0601TIA2N       20250101005830100000005000 0200000000003030   
0601TIA2N       20250101005835100000005000 0200000000003030   
0601TIA2N       20250101005840100000005000 0200000000003030   
0601TIA2N       20250101005845100000005000 0200000000003040   
0601TIA2N       20250101005850100000005000 0200000000003040   
0601TIA2N       20250101005855100000005000 0200000000003040   
0601TIA2N       20250101005860100000005000 0200000000003040   
0601TIA2N       20250101005865100000005000 0200000000003040   
0601TIA2N       20250101005870100000005000 0200000000003040   
0601TIA2N       20250101005875100000005000 0200000000003040   
0601TIA2N       20250101005880100000005000 0200000000003040   
0601TIA2N       20250101005885100000005000 0200000000003040   
0601TIA2N       20250101005890100000005000 0200000000003040   
0601TIA2N       20250101005895100000005000 0200000000003040   
0601TIA2N       20250101005900100000005000 0200000000003040   
0601TIA2N       20250101005905100000005000 0200000000003040   
0601TIA2N       20250101005910100000005000 0200000000003040   
0601TIA2N       20250101005915100000005000 0200000000003040   
0601TIA2N       20250101005920100000005000 0200000000003040   
0601TIA2N       20250101005925100000005000 0200000000003040   
0601TIA2N       20250101005930100000005000 0200000000003040   
0601TIA2N       20250101005935100000005000 0200000000003040   
0601TIA2N       20250101005940100000005000 0200000000003040   
0601TIA2N       20250101005945100000005000 0200000000003040   
0601TIA2N       20250101005950100000005000 0200000000003040   
0601TIA2N       20250101005955100000005000 0200000000003040   
0601TIA2N       20250101005960100000005000 0200000000003040   
0601TIA2N       20250101005965100000005000 0200000000003040   
0601TIA2N       20250101005970100000005000 0200000000003050   
0601TIA2N       20250101005975100000005000 0200000000003050   
0601TIA2N       20250101005980100000005000 0200000000003050   
0601TIA2N       20250101005985100000005000 0200000000003050   
0601TIA2N       20250101005990100000005000 0200000000003050   
0601TIA2N       20250101005995100000005000 0200000000003050   
0601TIA2N       20250101006000100000005000 0200000000003050   
0601TIA2N       20250101006005100000005000 0200000000003050   
0601TIA2N       20250101006010100000005000 0200000000003050   
0601TIA2N       20250101006015100000005000 0200000000003050   
0601TIA2N       20250101006020100000005000 0200000000003050   
0601TIA2N       20250101006025100000005000 0200000000003050   
0601TIA2N       20250101006030100000005000 0200000000003050   
0601TIA2N       20250101006035100000005000 0200000000003050   
0601TIA2N       20250101006040100000005000 0200000000003050   
0601TIA2N       20250101006045100000005000 0200000000003050   
0601TIA2N       20250101006050100000005000 0200000000003050   
0601TIA2N       20250101006055100000005000 0200000000003050   
0601TIA2N       20250101006060100000005000 0200000000003050   
0601TIA2N       20250101006065100000005000 0200000000003050   
0601TIA2N       20250101006070100000005000 0200000000003050   
0601TIA2N       20250101006075100000005000 0200000000003050   
0601TIA2N       20250101006080100000005000 0200000000003050   
0601TIA2N       20250101006085100000005000 0200000000003050   
0601TIA2N       20250101006090100000005000 0200000000003050   
0601TIA2N       20250101006095100000005000 0200000000003050   
0601TIA2N       20250101006100100000005000 0200000000003060   
0601TIA2N       20250101006105100000005000 0200000000003060   
0601TIA2N       20250101006110100000005000 0200000000003060   
0601TIA2N       20250101006115100000005000 0200000000003060   
0601TIA2N       20250101006120100000005000 0200000000003060   
0601TIA2N       20250101006125100000005000 0200000000003060   
0601TIA2N       20250101006130100000005000 0200000000003060   
0601TIA2N       20250101006135100000005000 0200000000003060   
0601TIA2N       20250101006140100000005000 0200000000003060   
0601TIA2N       20250101006145100000005000 0200000000003060   
0601TIA2N       20250101006150100000005000 0200000000003060   
0601TIA2N       20250101006155100000005000 0200000000003060   
0601TIA2N       20250101006160100000005000 0200000000003060   
0601TIA2N       20250101006165100000005000 0200000000003060   
0601TIA2N       20250101006170100000005000 0200000000003060   
0601TIA2N       20250101006175100000005000 0200000000003060   
0601TIA2N       20250101006180100000005000 0200000000003060   
0601TIA2N       20250101006185100000005000 0200000000003060   
0601TIA2N       20250101006190100000005000 0200000000003060   
0601TIA2N       20250101006195100000005000 0200000000003060   
0601TIA2N       20250101006200100000005000 0200000000003060   
0601TIA2N       20250101006205100000005000 0200000000003060   
0601TIA2N       20250101006210100000005000 0200000000003060   
0601TIA2N       20250101006215100000005000 0200000000003060   
0601TIA2N       20250101006220100000005000 0200000000003060   
0601TIA2N       20250101006225100000005000 0200000000003060   
0601TIA2N       20250101006230100000005000 0200000000003060   
0601TIA2N       20250101006235100000005000 0200000000003070   
0601TIA2N       20250101006240100000005000 0200000000003070   
0601TIA2N       20250101006245100000005000 0200000000003070   
0601TIA2N       20250101006250100000005000 0200000000003070   
0601TIA2N       20250101006255100000005000 0200000000003070   
0601TIA2N       20250101006260100000005000 0200000000003070   
0601TIA2N       20250101006265100000005000 0200000000003070   
0601TIA2N       20250101006270100000005000 0200000000003070   
0601TIA2N       20250101006275100000005000 0200000000003070   
0601TIA2N       20250101006280100000005000 0200000000003070   
0601TIA2N       20250101006285100000005000 0200000000003070   
0601TIA2N       20250101006290100000005000 0200000000003070   
0601TIA2N       20250101006295100000005000 0200000000003070   
0601TIA2N       20250101006300100000005000 0200000000003070   
0601TIA2N       20250101006305100000005000 0200000000003070   
0601TIA2N       20250101006310100000005000 0200000000003070   
0601TIA2N       20250101006315100000005000 0200000000003070   
0601TIA2N       20250101006320100000005000 0200000000003070   
0601TIA2N       20250101006325100000005000 0200000000003070   
0601TIA2N       20250101006330100000005000 0200000000003070   
0601TIA2N       20250101006335100000005000 0200000000003070   
0601TIA2N       20250101006340100000005000 0200000000003070   
0601TIA2N       20250101006345100000005000 0200000000003070   
0601TIA2N       20250101006350100000005000 0200000000003070   
0601TIA2N       20250101006355100000005000 0200000000003070   
0601TIA2N       20250101006360100000005000 0200000000003070   
0601TIA2N       20250101006365100000005000 0200000000003070   
0601TIA2N       20250101006370100000005000 0200000000003070   
0601TIA2N       20250101006375100000005000 0200000000003070   
0601TIA2N       20250101006380100000005000 0200000000003080   
0601TIA2N       20250101006385100000005000 0200000000003080   
0601TIA2N       20250101006390100000005000 0200000000003080   
0601TIA2N       20250101006395100000005000 0200000000003080   
0601TIA2N       20250101006400100000005000 0200000000003080   
0601TIA2N       20250101006405100000005000 0200000000003080   
0601TIA2N       20250101006410100000005000 0200000000003080   
0601TIA2N       20250101006415100000005000 0200000000003080   
0601TIA2N       20250101006420100000005000 0200000000003080   
0601TIA2N       20250101006425100000005000 0200000000003080   
0601TIA2N       20250101006430100000005000 0200000000003080   
0601TIA2N       20250101006435100000005000 0200000000003080   
0601TIA2N       20250101006440100000005000 0200000000003080   
0601TIA2N       20250101006445100000005000 0200000000003080   
0601TIA2N       20250101006450100000005000 0200000000003080   
0601TIA2N       20250101006455100000005000 0200000000003080   
0601TIA2N       20250101006460100000005000 0200000000003080   
0601TIA2N       20250101006465100000005000 0200000000003080   
0601TIA2N       20250101006470100000005000 0200000000003080   
0601TIA2N       20250101006475100000005000 0200000000003080   
0601TIA2N       20250101006480100000005000 0200000000003080   
0601TIA2N       20250101006485100000005000 0200000000003080   
0601TIA2N       20250101006490100000005000 0200000000003080   
0601TIA2N       20250101006495100000005000 0200000000003080   
0601TIA2N       20250101006500100000005000 0200000000003080   
0601TIA2N       20250101006505100000005000 0200000000003080   
0601TIA2N       20250101006510100000005000 0200000000003080   
0601TIA2N       20250101006515100000005000 0200000000003080   
0601TIA2N       20250101006520100000005000 0200000000003080   
0601TIA2N       20250101006525100000005000 0200000000003080   
0601TIA2N       20250101006530100000005000 0200000000003090   
0601TIA2N       20250101006535100000005000 0200000000003090   
0601TIA2N       20250101006540100000005000 0200000000003090   
0601TIA2N       20250101006545100000005000 0200000000003090   
0601TIA2N       20250101006550100000005000 0200000000003090   
0601TIA2N       20250101006555100000005000 0200000000003090   
0601TIA2N       20250101006560100000005000 0200000000003090   
0601TIA2N       20250101006565100000005000 0200000000003090   
0601TIA2N       20250101006570100000005000 0200000000003090   
0601TIA2N       20250101006575100000005000 0200000000003090   
0601TIA2N       20250101006580100000005000 0200000000003090   
0601TIA2N       20250101006585100000005000 0200000000003090   
0601TIA2N       20250101006590100000005000 0200000000003090   
0601TIA2N       20250101006595100000005000 0200000000003090   
0601TIA2N       20250101006600100000005000 0200000000003090   
0601TIA2N       20250101006605100000005000 0200000000003090   
0601TIA2N       20250101006610100000005000 0200000000003090   
0601TIA2N       20250101006615100000005000 0200000000003090   
0601TIA2N       20250101006620100000005000 0200000000003090   
