00TI               20241203                                                                                   
0601TIS6N       20250101002360100000005000 0600000000001040   
0601TIS6N       20250101002365100000005000 0600000000001040   
0601TIS6N       20250101002370100000005000 0600000000001040   
0601TIS6N       20250101002375100000005000 0600000000001040   
0601TIS6N       20250101002380100000005000 0600000000001050   
0601TIS6N       20250101002385100000005000 0600000000001050   
0601TIS6N       20250101002390100000005000 0600000000001050   
0601TIS6N       20250101002395100000005000 0600000000001060   
0601TIS6N       20250101002400100000005000 0600000000001060   
0601TIS6N       20250101002405100000005000 0600000000001060   
0601TIS6N       20250101002410100000005000 0600000000001070   
0601TIS6N       20250101002415100000005000 0600000000001070   
0601TIS6N       20250101002420100000005000 0600000000001080   
0601TIS6N       20250101002425100000005000 0600000000001080   
0601TIS6N       20250101002430100000005000 0600000000001080   
0601TIS6N       20250101002435100000005000 0600000000001080   
0601TIS6N       20250101002440100000005000 0600000000001080   
0601TIS6N       20250101002445100000005000 0600000000001080   
0601TIS6N       20250101002450100000005000 0600000000001090   
0601TIS6N       20250101002455100000005000 0600000000001090   
0601TIS6N       20250101002460100000005000 0600000000001100   
0601TIS6N       20250101002465100000005000 0600000000001100   
0601TIS6N       20250101002470100000005000 0600000000001100   
0601TIS6N       20250101002475100000005000 0600000000001110   
0601TIS6N       20250101002480100000005000 0600000000001110   
0601TIS6N       20250101002485100000005000 0600000000001110   
0601TIS6N       20250101002490100000005000 0600000000001120   
0601TIS6N       20250101002495100000005000 0600000000001120   
0601TIS6N       20250101002500100000005000 0600000000001120   
0601TIS6N       20250101002505100000005000 0600000000001120   
0601TIS6N       20250101002510100000005000 0600000000001120   
0601TIS6N       20250101002515100000005000 0600000000001130   
0601TIS6N       20250101002520100000005000 0600000000001130   
0601TIS6N       20250101002525100000005000 0600000000001140   
0601TIS6N       20250101002530100000005000 0600000000001140   
0601TIS6N       20250101002535100000005000 0600000000001140   
0601TIS6N       20250101002540100000005000 0600000000001150   
0601TIS6N       20250101002545100000005000 0600000000001150   
0601TIS6N       20250101002550100000005000 0600000000001150   
0601TIS6N       20250101002555100000005000 0600000000001160   
0601TIS6N       20250101002560100000005000 0600000000001160   
0601TIS6N       20250101002565100000005000 0600000000001160   
0601TIS6N       20250101002570100000005000 0600000000001160   
0601TIS6N       20250101002575100000005000 0600000000001160   
0601TIS6N       20250101002580100000005000 0600000000001170   
0601TIS6N       20250101002585100000005000 0600000000001170   
0601TIS6N       20250101002590100000005000 0600000000001170   
0601TIS6N       20250101002595100000005000 0600000000001180   
0601TIS6N       20250101002600100000005000 0600000000001180   
0601TIS6N       20250101002605100000005000 0600000000001180   
0601TIS6N       20250101002610100000005000 0600000000001190   
0601TIS6N       20250101002615100000005000 0600000000001190   
0601TIS6N       20250101002620100000005000 0600000000001190   
0601TIS6N       20250101002625100000005000 0600000000001200   
0601TIS6N       20250101002630100000005000 0600000000001200   
0601TIS6N       20250101002635100000005000 0600000000001200   
0601TIS6N       20250101002640100000005000 0600000000001200   
0601TIS6N       20250101002645100000005000 0600000000001200   
0601TIS6N       20250101002650100000005000 0600000000001200   
0601TIS6N       20250101002655100000005000 0600000000001210   
0601TIS6N       20250101002660100000005000 0600000000001210   
0601TIS6N       20250101002665100000005000 0600000000001210   
0601TIS6N       20250101002670100000005000 0600000000001220   
0601TIS6N       20250101002675100000005000 0600000000001220   
0601TIS6N       20250101002680100000005000 0600000000001220   
0601TIS6N       20250101002685100000005000 0600000000001230   
0601TIS6N       20250101002690100000005000 0600000000001230   
0601TIS6N       20250101002695100000005000 0600000000001230   
0601TIS6N       20250101002700100000005000 0600000000001240   
0601TIS6N       20250101002705100000005000 0600000000001240   
0601TIS6N       20250101002710100000005000 0600000000001240   
0601TIS6N       20250101002715100000005000 0600000000001240   
0601TIS6N       20250101002720100000005000 0600000000001240   
0601TIS6N       20250101002725100000005000 0600000000001240   
0601TIS6N       20250101002730100000005000 0600000000001250   
0601TIS6N       20250101002735100000005000 0600000000001250   
0601TIS6N       20250101002740100000005000 0600000000001250   
0601TIS6N       20250101002745100000005000 0600000000001260   
0601TIS6N       20250101002750100000005000 0600000000001260   
0601TIS6N       20250101002755100000005000 0600000000001260   
0601TIS6N       20250101002760100000005000 0600000000001270   
0601TIS6N       20250101002765100000005000 0600000000001270   
0601TIS6N       20250101002770100000005000 0600000000001270   
0601TIS6N       20250101002775100000005000 0600000000001280   
0601TIS6N       20250101002780100000005000 0600000000001280   
0601TIS6N       20250101002785100000005000 0600000000001280   
0601TIS6N       20250101002790100000005000 0600000000001280   
0601TIS6N       20250101002795100000005000 0600000000001280   
0601TIS6N       20250101002800100000005000 0600000000001280   
0601TIS6N       20250101002805100000005000 0600000000001280   
0601TIS6N       20250101002810100000005000 0600000000001290   
0601TIS6N       20250101002815100000005000 0600000000001290   
0601TIS6N       20250101002820100000005000 0600000000001290   
0601TIS6N       20250101002825100000005000 0600000000001300   
0601TIS6N       20250101002830100000005000 0600000000001300   
0601TIS6N       20250101002835100000005000 0600000000001300   
0601TIS6N       20250101002840100000005000 0600000000001300   
0601TIS6N       20250101002845100000005000 0600000000001310   
0601TIS6N       20250101002850100000005000 0600000000001310   
0601TIS6N       20250101002855100000005000 0600000000001310   
0601TIS6N       20250101002860100000005000 0600000000001320   
0601TIS6N       20250101002865100000005000 0600000000001320   
0601TIS6N       20250101002870100000005000 0600000000001320   
0601TIS6N       20250101002875100000005000 0600000000001320   
0601TIS6N       20250101002880100000005000 0600000000001320   
0601TIS6N       20250101002885100000005000 0600000000001320   
0601TIS6N       20250101002890100000005000 0600000000001320   
0601TIS6N       20250101002895100000005000 0600000000001330   
0601TIS6N       20250101002900100000005000 0600000000001330   
0601TIS6N       20250101002905100000005000 0600000000001330   
0601TIS6N       20250101002910100000005000 0600000000001340   
0601TIS6N       20250101002915100000005000 0600000000001340   
0601TIS6N       20250101002920100000005000 0600000000001340   
0601TIS6N       20250101002925100000005000 0600000000001340   
0601TIS6N       20250101002930100000005000 0600000000001350   
0601TIS6N       20250101002935100000005000 0600000000001350   
0601TIS6N       20250101002940100000005000 0600000000001350   
0601TIS6N       20250101002945100000005000 0600000000001360   
0601TIS6N       20250101002950100000005000 0600000000001360   
0601TIS6N       20250101002955100000005000 0600000000001360   
0601TIS6N       20250101002960100000005000 0600000000001360   
0601TIS6N       20250101002965100000005000 0600000000001360   
0601TIS6N       20250101002970100000005000 0600000000001360   
0601TIS6N       20250101002975100000005000 0600000000001360   
0601TIS6N       20250101002980100000005000 0600000000001370   
0601TIS6N       20250101002985100000005000 0600000000001370   
0601TIS6N       20250101002990100000005000 0600000000001370   
0601TIS6N       20250101002995100000005000 0600000000001370   
0601TIS6N       20250101003000100000005000 0600000000001380   
0601TIS6N       20250101003005100000005000 0600000000001380   
0601TIS6N       20250101003010100000005000 0600000000001380   
0601TIS6N       20250101003015100000005000 0600000000001390   
0601TIS6N       20250101003020100000005000 0600000000001390   
0601TIS6N       20250101003025100000005000 0600000000001390   
0601TIS6N       20250101003030100000005000 0600000000001390   
0601TIS6N       20250101003035100000005000 0600000000001400   
0601TIS6N       20250101003040100000005000 0600000000001400   
0601TIS6N       20250101003045100000005000 0600000000001400   
0601TIS6N       20250101003050100000005000 0600000000001400   
0601TIS6N       20250101003055100000005000 0600000000001400   
0601TIS6N       20250101003060100000005000 0600000000001400   
0601TIS6N       20250101003065100000005000 0600000000001400   
0601TIS6N       20250101003070100000005000 0600000000001410   
0601TIS6N       20250101003075100000005000 0600000000001410   
0601TIS6N       20250101003080100000005000 0600000000001410   
0601TIS6N       20250101003085100000005000 0600000000001410   
0601TIS6N       20250101003090100000005000 0600000000001420   
0601TIS6N       20250101003095100000005000 0600000000001420   
0601TIS6N       20250101003100100000005000 0600000000001420   
0601TIS6N       20250101003105100000005000 0600000000001420   
0601TIS6N       20250101003110100000005000 0600000000001430   
0601TIS6N       20250101003115100000005000 0600000000001430   
0601TIS6N       20250101003120100000005000 0600000000001430   
0601TIS6N       20250101003125100000005000 0600000000001430   
0601TIS6N       20250101003130100000005000 0600000000001440   
0601TIS6N       20250101003135100000005000 0600000000001440   
0601TIS6N       20250101003140100000005000 0600000000001440   
0601TIS6N       20250101003145100000005000 0600000000001440   
0601TIS6N       20250101003150100000005000 0600000000001440   
0601TIS6N       20250101003155100000005000 0600000000001440   
0601TIS6N       20250101003160100000005000 0600000000001440   
0601TIS6N       20250101003165100000005000 0600000000001440   
0601TIS6N       20250101003170100000005000 0600000000001450   
0601TIS6N       20250101003175100000005000 0600000000001450   
0601TIS6N       20250101003180100000005000 0600000000001450   
0601TIS6N       20250101003185100000005000 0600000000001450   
0601TIS6N       20250101003190100000005000 0600000000001460   
0601TIS6N       20250101003195100000005000 0600000000001460   
0601TIS6N       20250101003200100000005000 0600000000001460   
0601TIS6N       20250101003205100000005000 0600000000001460   
0601TIS6N       20250101003210100000005000 0600000000001470   
0601TIS6N       20250101003215100000005000 0600000000001470   
0601TIS6N       20250101003220100000005000 0600000000001470   
0601TIS6N       20250101003225100000005000 0600000000001470   
0601TIS6N       20250101003230100000005000 0600000000001480   
0601TIS6N       20250101003235100000005000 0600000000001480   
0601TIS6N       20250101003240100000005000 0600000000001480   
0601TIS6N       20250101003245100000005000 0600000000001480   
0601TIS6N       20250101003250100000005000 0600000000001480   
0601TIS6N       20250101003255100000005000 0600000000001480   
0601TIS6N       20250101003260100000005000 0600000000001480   
0601TIS6N       20250101003265100000005000 0600000000001480   
0601TIS6N       20250101003270100000005000 0600000000001490   
0601TIS6N       20250101003275100000005000 0600000000001490   
0601TIS6N       20250101003280100000005000 0600000000001490   
0601TIS6N       20250101003285100000005000 0600000000001490   
0601TIS6N       20250101003290100000005000 0600000000001490   
0601TIS6N       20250101003295100000005000 0600000000001500   
0601TIS6N       20250101003300100000005000 0600000000001500   
0601TIS6N       20250101003305100000005000 0600000000001500   
0601TIS6N       20250101003310100000005000 0600000000001500   
0601TIS6N       20250101003315100000005000 0600000000001510   
0601TIS6N       20250101003320100000005000 0600000000001510   
0601TIS6N       20250101003325100000005000 0600000000001510   
0601TIS6N       20250101003330100000005000 0600000000001510   
0601TIS6N       20250101003335100000005000 0600000000001520   
0601TIS6N       20250101003340100000005000 0600000000001520   
0601TIS6N       20250101003345100000005000 0600000000001520   
0601TIS6N       20250101003350100000005000 0600000000001520   
0601TIS6N       20250101003355100000005000 0600000000001520   
0601TIS6N       20250101003360100000005000 0600000000001520   
0601TIS6N       20250101003365100000005000 0600000000001520   
0601TIS6N       20250101003370100000005000 0600000000001520   
0601TIS6N       20250101003375100000005000 0600000000001520   
0601TIS6N       20250101003380100000005000 0600000000001530   
0601TIS6N       20250101003385100000005000 0600000000001530   
0601TIS6N       20250101003390100000005000 0600000000001530   
0601TIS6N       20250101003395100000005000 0600000000001530   
0601TIS6N       20250101003400100000005000 0600000000001530   
0601TIS6N       20250101003405100000005000 0600000000001540   
0601TIS6N       20250101003410100000005000 0600000000001540   
0601TIS6N       20250101003415100000005000 0600000000001540   
0601TIS6N       20250101003420100000005000 0600000000001540   
0601TIS6N       20250101003425100000005000 0600000000001540   
0601TIS6N       20250101003430100000005000 0600000000001550   
0601TIS6N       20250101003435100000005000 0600000000001550   
0601TIS6N       20250101003440100000005000 0600000000001550   
0601TIS6N       20250101003445100000005000 0600000000001550   
0601TIS6N       20250101003450100000005000 0600000000001560   
0601TIS6N       20250101003455100000005000 0600000000001560   
0601TIS6N       20250101003460100000005000 0600000000001560   
0601TIS6N       20250101003465100000005000 0600000000001560   
0601TIS6N       20250101003470100000005000 0600000000001560   
0601TIS6N       20250101003475100000005000 0600000000001560   
0601TIS6N       20250101003480100000005000 0600000000001560   
0601TIS6N       20250101003485100000005000 0600000000001560   
0601TIS6N       20250101003490100000005000 0600000000001560   
0601TIS6N       20250101003495100000005000 0600000000001560   
0601TIS6N       20250101003500100000005000 0600000000001570   
0601TIS6N       20250101003505100000005000 0600000000001570   
0601TIS6N       20250101003510100000005000 0600000000001570   
0601TIS6N       20250101003515100000005000 0600000000001570   
0601TIS6N       20250101003520100000005000 0600000000001570   
0601TIS6N       20250101003525100000005000 0600000000001580   
0601TIS6N       20250101003530100000005000 0600000000001580   
0601TIS6N       20250101003535100000005000 0600000000001580   
0601TIS6N       20250101003540100000005000 0600000000001580   
0601TIS6N       20250101003545100000005000 0600000000001580   
0601TIS6N       20250101003550100000005000 0600000000001590   
0601TIS6N       20250101003555100000005000 0600000000001590   
0601TIS6N       20250101003560100000005000 0600000000001590   
0601TIS6N       20250101003565100000005000 0600000000001590   
0601TIS6N       20250101003570100000005000 0600000000001590   
0601TIS6N       20250101003575100000005000 0600000000001600   
0601TIS6N       20250101003580100000005000 0600000000001600   
0601TIS6N       20250101003585100000005000 0600000000001600   
0601TIS6N       20250101003590100000005000 0600000000001600   
0601TIS6N       20250101003595100000005000 0600000000001600   
0601TIS6N       20250101003600100000005000 0600000000001600   
0601TIS6N       20250101003605100000005000 0600000000001600   
0601TIS6N       20250101003610100000005000 0600000000001600   
0601TIS6N       20250101003615100000005000 0600000000001600   
0601TIS6N       20250101003620100000005000 0600000000001600   
0601TIS6N       20250101003625100000005000 0600000000001610   
0601TIS6N       20250101003630100000005000 0600000000001610   
0601TIS6N       20250101003635100000005000 0600000000001610   
0601TIS6N       20250101003640100000005000 0600000000001610   
0601TIS6N       20250101003645100000005000 0600000000001610   
0601TIS6N       20250101003650100000005000 0600000000001620   
0601TIS6N       20250101003655100000005000 0600000000001620   
0601TIS6N       20250101003660100000005000 0600000000001620   
0601TIS6N       20250101003665100000005000 0600000000001620   
0601TIS6N       20250101003670100000005000 0600000000001620   
0601TIS6N       20250101003675100000005000 0600000000001630   
0601TIS6N       20250101003680100000005000 0600000000001630   
0601TIS6N       20250101003685100000005000 0600000000001630   
0601TIS6N       20250101003690100000005000 0600000000001630   
0601TIS6N       20250101003695100000005000 0600000000001630   
0601TIS6N       20250101003700100000005000 0600000000001640   
0601TIS6N       20250101003705100000005000 0600000000001640   
0601TIS6N       20250101003710100000005000 0600000000001640   
0601TIS6N       20250101003715100000005000 0600000000001640   
0601TIS6N       20250101003720100000005000 0600000000001640   
0601TIS6N       20250101003725100000005000 0600000000001640   
0601TIS6N       20250101003730100000005000 0600000000001640   
0601TIS6N       20250101003735100000005000 0600000000001640   
0601TIS6N       20250101003740100000005000 0600000000001640   
0601TIS6N       20250101003745100000005000 0600000000001640   
0601TIS6N       20250101003750100000005000 0600000000001650   
0601TIS6N       20250101003755100000005000 0600000000001650   
0601TIS6N       20250101003760100000005000 0600000000001650   
0601TIS6N       20250101003765100000005000 0600000000001650   
0601TIS6N       20250101003770100000005000 0600000000001650   
0601TIS6N       20250101003775100000005000 0600000000001650   
0601TIS6N       20250101003780100000005000 0600000000001660   
0601TIS6N       20250101003785100000005000 0600000000001660   
0601TIS6N       20250101003790100000005000 0600000000001660   
0601TIS6N       20250101003795100000005000 0600000000001660   
0601TIS6N       20250101003800100000005000 0600000000001660   
0601TIS6N       20250101003805100000005000 0600000000001670   
0601TIS6N       20250101003810100000005000 0600000000001670   
0601TIS6N       20250101003815100000005000 0600000000001670   
0601TIS6N       20250101003820100000005000 0600000000001670   
0601TIS6N       20250101003825100000005000 0600000000001670   
0601TIS6N       20250101003830100000005000 0600000000001680   
0601TIS6N       20250101003835100000005000 0600000000001680   
0601TIS6N       20250101003840100000005000 0600000000001680   
0601TIS6N       20250101003845100000005000 0600000000001680   
0601TIS6N       20250101003850100000005000 0600000000001680   
0601TIS6N       20250101003855100000005000 0600000000001680   
0601TIS6N       20250101003860100000005000 0600000000001680   
0601TIS6N       20250101003865100000005000 0600000000001680   
0601TIS6N       20250101003870100000005000 0600000000001680   
0601TIS6N       20250101003875100000005000 0600000000001680   
0601TIS6N       20250101003880100000005000 0600000000001680   
0601TIS6N       20250101003885100000005000 0600000000001690   
0601TIS6N       20250101003890100000005000 0600000000001690   
0601TIS6N       20250101003895100000005000 0600000000001690   
0601TIS6N       20250101003900100000005000 0600000000001690   
0601TIS6N       20250101003905100000005000 0600000000001690   
0601TIS6N       20250101003910100000005000 0600000000001690   
0601TIS6N       20250101003915100000005000 0600000000001700   
0601TIS6N       20250101003920100000005000 0600000000001700   
0601TIS6N       20250101003925100000005000 0600000000001700   
0601TIS6N       20250101003930100000005000 0600000000001700   
0601TIS6N       20250101003935100000005000 0600000000001700   
0601TIS6N       20250101003940100000005000 0600000000001710   
0601TIS6N       20250101003945100000005000 0600000000001710   
0601TIS6N       20250101003950100000005000 0600000000001710   
0601TIS6N       20250101003955100000005000 0600000000001710   
0601TIS6N       20250101003960100000005000 0600000000001710   
0601TIS6N       20250101003965100000005000 0600000000001710   
0601TIS6N       20250101003970100000005000 0600000000001720   
0601TIS6N       20250101003975100000005000 0600000000001720   
0601TIS6N       20250101003980100000005000 0600000000001720   
0601TIS6N       20250101003985100000005000 0600000000001720   
0601TIS6N       20250101003990100000005000 0600000000001720   
0601TIS6N       20250101003995100000005000 0600000000001720   
0601TIS6N       20250101004000100000005000 0600000000001720   
0601TIS6N       20250101004005100000005000 0600000000001720   
0601TIS6N       20250101004010100000005000 0600000000001720   
0601TIS6N       20250101004015100000005000 0600000000001720   
0601TIS6N       20250101004020100000005000 0600000000001720   
0601TIS6N       20250101004025100000005000 0600000000001720   
0601TIS6N       20250101004030100000005000 0600000000001730   
0601TIS6N       20250101004035100000005000 0600000000001730   
0601TIS6N       20250101004040100000005000 0600000000001730   
0601TIS6N       20250101004045100000005000 0600000000001730   
0601TIS6N       20250101004050100000005000 0600000000001730   
0601TIS6N       20250101004055100000005000 0600000000001730   
0601TIS6N       20250101004060100000005000 0600000000001740   
0601TIS6N       20250101004065100000005000 0600000000001740   
0601TIS6N       20250101004070100000005000 0600000000001740   
0601TIS6N       20250101004075100000005000 0600000000001740   
0601TIS6N       20250101004080100000005000 0600000000001740   
0601TIS6N       20250101004085100000005000 0600000000001740   
0601TIS6N       20250101004090100000005000 0600000000001750   
0601TIS6N       20250101004095100000005000 0600000000001750   
0601TIS6N       20250101004100100000005000 0600000000001750   
0601TIS6N       20250101004105100000005000 0600000000001750   
0601TIS6N       20250101004110100000005000 0600000000001750   
0601TIS6N       20250101004115100000005000 0600000000001750   
0601TIS6N       20250101004120100000005000 0600000000001760   
0601TIS6N       20250101004125100000005000 0600000000001760   
0601TIS6N       20250101004130100000005000 0600000000001760   
0601TIS6N       20250101004135100000005000 0600000000001760   
0601TIS6N       20250101004140100000005000 0600000000001760   
0601TIS6N       20250101004145100000005000 0600000000001760   
0601TIS6N       20250101004150100000005000 0600000000001760   
0601TIS6N       20250101004155100000005000 0600000000001760   
0601TIS6N       20250101004160100000005000 0600000000001760   
0601TIS6N       20250101004165100000005000 0600000000001760   
0601TIS6N       20250101004170100000005000 0600000000001760   
0601TIS6N       20250101004175100000005000 0600000000001760   
0601TIS6N       20250101004180100000005000 0600000000001760   
0601TIS6N       20250101004185100000005000 0600000000001770   
0601TIS6N       20250101004190100000005000 0600000000001770   
0601TIS6N       20250101004195100000005000 0600000000001770   
0601TIS6N       20250101004200100000005000 0600000000001770   
0601TIS6N       20250101004205100000005000 0600000000001770   
0601TIS6N       20250101004210100000005000 0600000000001770   
0601TIS6N       20250101004215100000005000 0600000000001780   
0601TIS6N       20250101004220100000005000 0600000000001780   
0601TIS6N       20250101004225100000005000 0600000000001780   
0601TIS6N       20250101004230100000005000 0600000000001780   
0601TIS6N       20250101004235100000005000 0600000000001780   
0601TIS6N       20250101004240100000005000 0600000000001780   
0601TIS6N       20250101004245100000005000 0600000000001780   
0601TIS6N       20250101004250100000005000 0600000000001790   
0601TIS6N       20250101004255100000005000 0600000000001790   
0601TIS6N       20250101004260100000005000 0600000000001790   
0601TIS6N       20250101004265100000005000 0600000000001790   
0601TIS6N       20250101004270100000005000 0600000000001790   
0601TIS6N       20250101004275100000005000 0600000000001790   
0601TIS6N       20250101004280100000005000 0600000000001800   
0601TIS6N       20250101004285100000005000 0600000000001800   
0601TIS6N       20250101004290100000005000 0600000000001800   
0601TIS6N       20250101004295100000005000 0600000000001800   
0601TIS6N       20250101004300100000005000 0600000000001800   
0601TIS6N       20250101004305100000005000 0600000000001800   
0601TIS6N       20250101004310100000005000 0600000000001800   
0601TIS6N       20250101004315100000005000 0600000000001800   
0601TIS6N       20250101004320100000005000 0600000000001800   
0601TIS6N       20250101004325100000005000 0600000000001800   
0601TIS6N       20250101004330100000005000 0600000000001800   
0601TIS6N       20250101004335100000005000 0600000000001800   
0601TIS6N       20250101004340100000005000 0600000000001800   
0601TIS6N       20250101004345100000005000 0600000000001800   
0601TIS6N       20250101004350100000005000 0600000000001810   
0601TIS6N       20250101004355100000005000 0600000000001810   
0601TIS6N       20250101004360100000005000 0600000000001810   
0601TIS6N       20250101004365100000005000 0600000000001810   
0601TIS6N       20250101004370100000005000 0600000000001810   
0601TIS6N       20250101004375100000005000 0600000000001810   
0601TIS6N       20250101004380100000005000 0600000000001810   
0601TIS6N       20250101004385100000005000 0600000000001820   
0601TIS6N       20250101004390100000005000 0600000000001820   
0601TIS6N       20250101004395100000005000 0600000000001820   
0601TIS6N       20250101004400100000005000 0600000000001820   
0601TIS6N       20250101004405100000005000 0600000000001820   
0601TIS6N       20250101004410100000005000 0600000000001820   
0601TIS6N       20250101004415100000005000 0600000000001820   
0601TIS6N       20250101004420100000005000 0600000000001830   
0601TIS6N       20250101004425100000005000 0600000000001830   
0601TIS6N       20250101004430100000005000 0600000000001830   
0601TIS6N       20250101004435100000005000 0600000000001830   
0601TIS6N       20250101004440100000005000 0600000000001830   
0601TIS6N       20250101004445100000005000 0600000000001830   
0601TIS6N       20250101004450100000005000 0600000000001830   
0601TIS6N       20250101004455100000005000 0600000000001840   
0601TIS6N       20250101004460100000005000 0600000000001840   
0601TIS6N       20250101004465100000005000 0600000000001840   
0601TIS6N       20250101004470100000005000 0600000000001840   
0601TIS6N       20250101004475100000005000 0600000000001840   
0601TIS6N       20250101004480100000005000 0600000000001840   
0601TIS6N       20250101004485100000005000 0600000000001840   
0601TIS6N       20250101004490100000005000 0600000000001840   
0601TIS6N       20250101004495100000005000 0600000000001840   
0601TIS6N       20250101004500100000005000 0600000000001840   
0601TIS6N       20250101004505100000005000 0600000000001840   
0601TIS6N       20250101004510100000005000 0600000000001840   
0601TIS6N       20250101004515100000005000 0600000000001840   
0601TIS6N       20250101004520100000005000 0600000000001840   
0601TIS6N       20250101004525100000005000 0600000000001840   
0601TIS6N       20250101004530100000005000 0600000000001850   
0601TIS6N       20250101004535100000005000 0600000000001850   
0601TIS6N       20250101004540100000005000 0600000000001850   
0601TIS6N       20250101004545100000005000 0600000000001850   
0601TIS6N       20250101004550100000005000 0600000000001850   
0601TIS6N       20250101004555100000005000 0600000000001850   
0601TIS6N       20250101004560100000005000 0600000000001850   
0601TIS6N       20250101004565100000005000 0600000000001850   
0601TIS6N       20250101004570100000005000 0600000000001860   
0601TIS6N       20250101004575100000005000 0600000000001860   
0601TIS6N       20250101004580100000005000 0600000000001860   
0601TIS6N       20250101004585100000005000 0600000000001860   
0601TIS6N       20250101004590100000005000 0600000000001860   
0601TIS6N       20250101004595100000005000 0600000000001860   
0601TIS6N       20250101004600100000005000 0600000000001860   
0601TIS6N       20250101004605100000005000 0600000000001870   
0601TIS6N       20250101004610100000005000 0600000000001870   
0601TIS6N       20250101004615100000005000 0600000000001870   
0601TIS6N       20250101004620100000005000 0600000000001870   
0601TIS6N       20250101004625100000005000 0600000000001870   
0601TIS6N       20250101004630100000005000 0600000000001870   
0601TIS6N       20250101004635100000005000 0600000000001870   
0601TIS6N       20250101004640100000005000 0600000000001870   
0601TIS6N       20250101004645100000005000 0600000000001880   
0601TIS6N       20250101004650100000005000 0600000000001880   
0601TIS6N       20250101004655100000005000 0600000000001880   
0601TIS6N       20250101004660100000005000 0600000000001880   
0601TIS6N       20250101004665100000005000 0600000000001880   
0601TIS6N       20250101004670100000005000 0600000000001880   
0601TIS6N       20250101004675100000005000 0600000000001880   
0601TIS6N       20250101004680100000005000 0600000000001880   
0601TIS6N       20250101004685100000005000 0600000000001880   
0601TIS6N       20250101004690100000005000 0600000000001880   
0601TIS6N       20250101004695100000005000 0600000000001880   
0601TIS6N       20250101004700100000005000 0600000000001880   
0601TIS6N       20250101004705100000005000 0600000000001880   
0601TIS6N       20250101004710100000005000 0600000000001880   
0601TIS6N       20250101004715100000005000 0600000000001880   
0601TIS6N       20250101004720100000005000 0600000000001880   
0601TIS6N       20250101004725100000005000 0600000000001880   
0601TIS6N       20250101004730100000005000 0600000000001890   
0601TIS6N       20250101004735100000005000 0600000000001890   
0601TIS6N       20250101004740100000005000 0600000000001890   
0601TIS6N       20250101004745100000005000 0600000000001890   
0601TIS6N       20250101004750100000005000 0600000000001890   
0601TIS6N       20250101004755100000005000 0600000000001890   
0601TIS6N       20250101004760100000005000 0600000000001890   
0601TIS6N       20250101004765100000005000 0600000000001890   
0601TIS6N       20250101004770100000005000 0600000000001900   
0601TIS6N       20250101004775100000005000 0600000000001900   
0601TIS6N       20250101004780100000005000 0600000000001900   
0601TIS6N       20250101004785100000005000 0600000000001900   
0601TIS6N       20250101004790100000005000 0600000000001900   
0601TIS6N       20250101004795100000005000 0600000000001900   
0601TIS6N       20250101004800100000005000 0600000000001900   
0601TIS6N       20250101004805100000005000 0600000000001900   
0601TIS6N       20250101004810100000005000 0600000000001910   
0601TIS6N       20250101004815100000005000 0600000000001910   
0601TIS6N       20250101004820100000005000 0600000000001910   
0601TIS6N       20250101004825100000005000 0600000000001910   
0601TIS6N       20250101004830100000005000 0600000000001910   
0601TIS6N       20250101004835100000005000 0600000000001910   
0601TIS6N       20250101004840100000005000 0600000000001910   
0601TIS6N       20250101004845100000005000 0600000000001910   
0601TIS6N       20250101004850100000005000 0600000000001910   
0601TIS6N       20250101004855100000005000 0600000000001920   
0601TIS6N       20250101004860100000005000 0600000000001920   
0601TIS6N       20250101004865100000005000 0600000000001920   
0601TIS6N       20250101004870100000005000 0600000000001920   
0601TIS6N       20250101004875100000005000 0600000000001920   
0601TIS6N       20250101004880100000005000 0600000000001920   
0601TIS6N       20250101004885100000005000 0600000000001920   
0601TIS6N       20250101004890100000005000 0600000000001920   
0601TIS6N       20250101004895100000005000 0600000000001920   
0601TIS6N       20250101004900100000005000 0600000000001920   
0601TIS6N       20250101004905100000005000 0600000000001920   
0601TIS6N       20250101004910100000005000 0600000000001920   
0601TIS6N       20250101004915100000005000 0600000000001920   
0601TIS6N       20250101004920100000005000 0600000000001920   
0601TIS6N       20250101004925100000005000 0600000000001920   
0601TIS6N       20250101004930100000005000 0600000000001920   
0601TIS6N       20250101004935100000005000 0600000000001920   
0601TIS6N       20250101004940100000005000 0600000000001930   
0601TIS6N       20250101004945100000005000 0600000000001930   
0601TIS6N       20250101004950100000005000 0600000000001930   
0601TIS6N       20250101004955100000005000 0600000000001930   
0601TIS6N       20250101004960100000005000 0600000000001930   
0601TIS6N       20250101004965100000005000 0600000000001930   
0601TIS6N       20250101004970100000005000 0600000000001930   
0601TIS6N       20250101004975100000005000 0600000000001930   
0601TIS6N       20250101004980100000005000 0600000000001930   
0601TIS6N       20250101004985100000005000 0600000000001940   
0601TIS6N       20250101004990100000005000 0600000000001940   
0601TIS6N       20250101004995100000005000 0600000000001940   
0601TIS6N       20250101005000100000005000 0600000000001940   
0601TIS6N       20250101005005100000005000 0600000000001940   
0601TIS6N       20250101005010100000005000 0600000000001940   
0601TIS6N       20250101005015100000005000 0600000000001940   
0601TIS6N       20250101005020100000005000 0600000000001940   
0601TIS6N       20250101005025100000005000 0600000000001940   
0601TIS6N       20250101005030100000005000 0600000000001950   
0601TIS6N       20250101005035100000005000 0600000000001950   
0601TIS6N       20250101005040100000005000 0600000000001950   
