00BE               20231130                                                                                   
0601BEC5N       20240101001595100000005000 0500000000001532   
0601BEC5N       20240101001600100000005000 0500000000001537   
0601BEC5N       20240101001605100000005000 0500000000001542   
0601BEC5N       20240101001610100000005000 0500000000001548   
0601BEC5N       20240101001615100000005000 0500000000001553   
0601BEC5N       20240101001620100000005000 0500000000001558   
0601BEC5N       20240101001625100000005000 0500000000001563   
0601BEC5N       20240101001630100000005000 0500000000001568   
0601BEC5N       20240101001635100000005000 0500000000001574   
0601BEC5N       20240101001640100000005000 0500000000001579   
0601BEC5N       20240101001645100000005000 0500000000001583   
0601BEC5N       20240101001650100000005000 0500000000001588   
0601BEC5N       20240101001655100000005000 0500000000001593   
0601BEC5N       20240101001660100000005000 0500000000001599   
0601BEC5N       20240101001665100000005000 0500000000001604   
0601BEC5N       20240101001670100000005000 0500000000001608   
0601BEC5N       20240101001675100000005000 0500000000001613   
0601BEC5N       20240101001680100000005000 0500000000001618   
0601BEC5N       20240101001685100000005000 0500000000001623   
0601BEC5N       20240101001690100000005000 0500000000001628   
0601BEC5N       20240101001695100000005000 0500000000001633   
0601BEC5N       20240101001700100000005000 0500000000001637   
0601BEC5N       20240101001705100000005000 0500000000001642   
0601BEC5N       20240101001710100000005000 0500000000001647   
0601BEC5N       20240101001715100000005000 0500000000001652   
0601BEC5N       20240101001720100000005000 0500000000001656   
0601BEC5N       20240101001725100000005000 0500000000001661   
0601BEC5N       20240101001730100000005000 0500000000001665   
0601BEC5N       20240101001735100000005000 0500000000001671   
0601BEC5N       20240101001740100000005000 0500000000001675   
0601BEC5N       20240101001745100000005000 0500000000001679   
0601BEC5N       20240101001750100000005000 0500000000001684   
0601BEC5N       20240101001755100000005000 0500000000001688   
0601BEC5N       20240101001760100000005000 0500000000001693   
0601BEC5N       20240101001765100000005000 0500000000001698   
0601BEC5N       20240101001770100000005000 0500000000001702   
0601BEC5N       20240101001775100000005000 0500000000001706   
0601BEC5N       20240101001780100000005000 0500000000001710   
0601BEC5N       20240101001785100000005000 0500000000001715   
0601BEC5N       20240101001790100000005000 0500000000001720   
0601BEC5N       20240101001795100000005000 0500000000001724   
0601BEC5N       20240101001800100000005000 0500000000001728   
0601BEC5N       20240101001805100000005000 0500000000001732   
0601BEC5N       20240101001810100000005000 0500000000001737   
0601BEC5N       20240101001815100000005000 0500000000001741   
0601BEC5N       20240101001820100000005000 0500000000001745   
0601BEC5N       20240101001825100000005000 0500000000001749   
0601BEC5N       20240101001830100000005000 0500000000001753   
0601BEC5N       20240101001835100000005000 0500000000001758   
0601BEC5N       20240101001840100000005000 0500000000001762   
0601BEC5N       20240101001845100000005000 0500000000001766   
0601BEC5N       20240101001850100000005000 0500000000001770   
0601BEC5N       20240101001855100000005000 0500000000001774   
0601BEC5N       20240101001860100000005000 0500000000001779   
0601BEC5N       20240101001865100000005000 0500000000001783   
0601BEC5N       20240101001870100000005000 0500000000001786   
0601BEC5N       20240101001875100000005000 0500000000001790   
0601BEC5N       20240101001880100000005000 0500000000001794   
0601BEC5N       20240101001885100000005000 0500000000001799   
0601BEC5N       20240101001890100000005000 0500000000001803   
0601BEC5N       20240101001895100000005000 0500000000001806   
0601BEC5N       20240101001900100000005000 0500000000001810   
0601BEC5N       20240101001905100000005000 0500000000001814   
0601BEC5N       20240101001910100000005000 0500000000001819   
0601BEC5N       20240101001915100000005000 0500000000001823   
0601BEC5N       20240101001920100000005000 0500000000001826   
0601BEC5N       20240101001925100000005000 0500000000001830   
0601BEC5N       20240101001930100000005000 0500000000001834   
0601BEC5N       20240101001935100000005000 0500000000001839   
0601BEC5N       20240101001940100000005000 0500000000001842   
0601BEC5N       20240101001945100000005000 0500000000001846   
0601BEC5N       20240101001950100000005000 0500000000001850   
0601BEC5N       20240101001955100000005000 0500000000001854   
0601BEC5N       20240101001960100000005000 0500000000001858   
0601BEC5N       20240101001965100000005000 0500000000001862   
0601BEC5N       20240101001970100000005000 0500000000001865   
0601BEC5N       20240101001975100000005000 0500000000001869   
0601BEC5N       20240101001980100000005000 0500000000001874   
0601BEC5N       20240101001985100000005000 0500000000001877   
0601BEC5N       20240101001990100000005000 0500000000001881   
0601BEC5N       20240101001995100000005000 0500000000001885   
0601BEC5N       20240101002000100000005000 0500000000001889   
0601BEC5N       20240101002005100000005000 0500000000001892   
0601BEC5N       20240101002010100000005000 0500000000001896   
0601BEC5N       20240101002015100000005000 0500000000001900   
0601BEC5N       20240101002020100000005000 0500000000001904   
0601BEC5N       20240101002025100000005000 0500000000001907   
0601BEC5N       20240101002030100000005000 0500000000001911   
0601BEC5N       20240101002035100000005000 0500000000001915   
0601BEC5N       20240101002040100000005000 0500000000001918   
0601BEC5N       20240101002045100000005000 0500000000001923   
0601BEC5N       20240101002050100000005000 0500000000001926   
0601BEC5N       20240101002055100000005000 0500000000001929   
0601BEC5N       20240101002060100000005000 0500000000001934   
0601BEC5N       20240101002065100000005000 0500000000001937   
0601BEC5N       20240101002070100000005000 0500000000001940   
0601BEC5N       20240101002075100000005000 0500000000001944   
0601BEC5N       20240101002080100000005000 0500000000001948   
0601BEC5N       20240101002085100000005000 0500000000001951   
0601BEC5N       20240101002090100000005000 0500000000001955   
0601BEC5N       20240101002095100000005000 0500000000001958   
0601BEC5N       20240101002100100000005000 0500000000001962   
0601BEC5N       20240101002105100000005000 0500000000001966   
0601BEC5N       20240101002110100000005000 0500000000001969   
0601BEC5N       20240101002115100000005000 0500000000001972   
0601BEC5N       20240101002120100000005000 0500000000001976   
0601BEC5N       20240101002125100000005000 0500000000001979   
0601BEC5N       20240101002130100000005000 0500000000001982   
0601BEC5N       20240101002135100000005000 0500000000001986   
0601BEC5N       20240101002140100000005000 0500000000001990   
0601BEC5N       20240101002145100000005000 0500000000001993   
0601BEC5N       20240101002150100000005000 0500000000001996   
0601BEC5N       20240101002155100000005000 0500000000002000   
0601BEC5N       20240101002160100000005000 0500000000002003   
0601BEC5N       20240101002165100000005000 0500000000002006   
0601BEC5N       20240101002170100000005000 0500000000002010   
0601BEC5N       20240101002175100000005000 0500000000002013   
0601BEC5N       20240101002180100000005000 0500000000002016   
0601BEC5N       20240101002185100000005000 0500000000002020   
0601BEC5N       20240101002190100000005000 0500000000002023   
0601BEC5N       20240101002195100000005000 0500000000002025   
0601BEC5N       20240101002200100000005000 0500000000002029   
0601BEC5N       20240101002205100000005000 0500000000002032   
0601BEC5N       20240101002210100000005000 0500000000002035   
0601BEC5N       20240101002215100000005000 0500000000002039   
0601BEC5N       20240101002220100000005000 0500000000002042   
0601BEC5N       20240101002225100000005000 0500000000002045   
0601BEC5N       20240101002230100000005000 0500000000002049   
0601BEC5N       20240101002235100000005000 0500000000002051   
0601BEC5N       20240101002240100000005000 0500000000002054   
0601BEC5N       20240101002245100000005000 0500000000002058   
0601BEC5N       20240101002250100000005000 0500000000002061   
0601BEC5N       20240101002255100000005000 0500000000002063   
0601BEC5N       20240101002260100000005000 0500000000002067   
0601BEC5N       20240101002265100000005000 0500000000002070   
0601BEC5N       20240101002270100000005000 0500000000002073   
0601BEC5N       20240101002275100000005000 0500000000002076   
0601BEC5N       20240101002280100000005000 0500000000002079   
0601BEC5N       20240101002285100000005000 0500000000002082   
0601BEC5N       20240101002290100000005000 0500000000002085   
0601BEC5N       20240101002295100000005000 0500000000002088   
0601BEC5N       20240101002300100000005000 0500000000002091   
0601BEC5N       20240101002305100000005000 0500000000002094   
0601BEC5N       20240101002310100000005000 0500000000002097   
0601BEC5N       20240101002315100000005000 0500000000002100   
0601BEC5N       20240101002320100000005000 0500000000002102   
0601BEC5N       20240101002325100000005000 0500000000002106   
0601BEC5N       20240101002330100000005000 0500000000002109   
0601BEC5N       20240101002335100000005000 0500000000002111   
0601BEC5N       20240101002340100000005000 0500000000002115   
0601BEC5N       20240101002345100000005000 0500000000002117   
0601BEC5N       20240101002350100000005000 0500000000002120   
0601BEC5N       20240101002355100000005000 0500000000002123   
0601BEC5N       20240101002360100000005000 0500000000002126   
0601BEC5N       20240101002365100000005000 0500000000002128   
0601BEC5N       20240101002370100000005000 0500000000002132   
0601BEC5N       20240101002375100000005000 0500000000002134   
0601BEC5N       20240101002380100000005000 0500000000002137   
0601BEC5N       20240101002385100000005000 0500000000002140   
0601BEC5N       20240101002390100000005000 0500000000002143   
0601BEC5N       20240101002395100000005000 0500000000002145   
0601BEC5N       20240101002400100000005000 0500000000002149   
0601BEC5N       20240101002405100000005000 0500000000002151   
0601BEC5N       20240101002410100000005000 0500000000002154   
0601BEC5N       20240101002415100000005000 0500000000002157   
0601BEC5N       20240101002420100000005000 0500000000002160   
0601BEC5N       20240101002425100000005000 0500000000002162   
0601BEC5N       20240101002430100000005000 0500000000002165   
0601BEC5N       20240101002435100000005000 0500000000002168   
0601BEC5N       20240101002440100000005000 0500000000002170   
0601BEC5N       20240101002445100000005000 0500000000002173   
0601BEC5N       20240101002450100000005000 0500000000002176   
0601BEC5N       20240101002455100000005000 0500000000002178   
0601BEC5N       20240101002460100000005000 0500000000002181   
0601BEC5N       20240101002465100000005000 0500000000002184   
0601BEC5N       20240101002470100000005000 0500000000002187   
0601BEC5N       20240101002475100000005000 0500000000002189   
0601BEC5N       20240101002480100000005000 0500000000002192   
0601BEC5N       20240101002485100000005000 0500000000002195   
0601BEC5N       20240101002490100000005000 0500000000002197   
0601BEC5N       20240101002495100000005000 0500000000002200   
0601BEC5N       20240101002500100000005000 0500000000002203   
0601BEC5N       20240101002505100000005000 0500000000002205   
0601BEC5N       20240101002510100000005000 0500000000002208   
0601BEC5N       20240101002515100000005000 0500000000002210   
0601BEC5N       20240101002520100000005000 0500000000002213   
0601BEC5N       20240101002525100000005000 0500000000002216   
0601BEC5N       20240101002530100000005000 0500000000002218   
0601BEC5N       20240101002535100000005000 0500000000002220   
0601BEC5N       20240101002540100000005000 0500000000002224   
0601BEC5N       20240101002545100000005000 0500000000002226   
0601BEC5N       20240101002550100000005000 0500000000002228   
0601BEC5N       20240101002555100000005000 0500000000002231   
0601BEC5N       20240101002560100000005000 0500000000002233   
0601BEC5N       20240101002565100000005000 0500000000002236   
0601BEC5N       20240101002570100000005000 0500000000002239   
0601BEC5N       20240101002575100000005000 0500000000002241   
0601BEC5N       20240101002580100000005000 0500000000002243   
0601BEC5N       20240101002585100000005000 0500000000002246   
0601BEC5N       20240101002590100000005000 0500000000002248   
0601BEC5N       20240101002595100000005000 0500000000002251   
0601BEC5N       20240101002600100000005000 0500000000002253   
0601BEC5N       20240101002605100000005000 0500000000002256   
0601BEC5N       20240101002610100000005000 0500000000002258   
0601BEC5N       20240101002615100000005000 0500000000002260   
0601BEC5N       20240101002620100000005000 0500000000002263   
0601BEC5N       20240101002625100000005000 0500000000002265   
0601BEC5N       20240101002630100000005000 0500000000002267   
0601BEC5N       20240101002635100000005000 0500000000002270   
0601BEC5N       20240101002640100000005000 0500000000002272   
0601BEC5N       20240101002645100000005000 0500000000002274   
0601BEC5N       20240101002650100000005000 0500000000002277   
0601BEC5N       20240101002655100000005000 0500000000002279   
0601BEC5N       20240101002660100000005000 0500000000002281   
0601BEC5N       20240101002665100000005000 0500000000002284   
0601BEC5N       20240101002670100000005000 0500000000002286   
0601BEC5N       20240101002675100000005000 0500000000002288   
0601BEC5N       20240101002680100000005000 0500000000002291   
0601BEC5N       20240101002685100000005000 0500000000002293   
0601BEC5N       20240101002690100000005000 0500000000002295   
0601BEC5N       20240101002695100000005000 0500000000002298   
0601BEC5N       20240101002700100000005000 0500000000002300   
0601BEC5N       20240101002705100000005000 0500000000002302   
0601BEC5N       20240101002710100000005000 0500000000002305   
0601BEC5N       20240101002715100000005000 0500000000002307   
0601BEC5N       20240101002720100000005000 0500000000002309   
0601BEC5N       20240101002725100000005000 0500000000002312   
0601BEC5N       20240101002730100000005000 0500000000002314   
0601BEC5N       20240101002735100000005000 0500000000002316   
0601BEC5N       20240101002740100000005000 0500000000002318   
0601BEC5N       20240101002745100000005000 0500000000002320   
0601BEC5N       20240101002750100000005000 0500000000002322   
0601BEC5N       20240101002755100000005000 0500000000002324   
0601BEC5N       20240101002760100000005000 0500000000002327   
0601BEC5N       20240101002765100000005000 0500000000002329   
0601BEC5N       20240101002770100000005000 0500000000002331   
0601BEC5N       20240101002775100000005000 0500000000002334   
0601BEC5N       20240101002780100000005000 0500000000002335   
0601BEC5N       20240101002785100000005000 0500000000002337   
0601BEC5N       20240101002790100000005000 0500000000002340   
0601BEC5N       20240101002795100000005000 0500000000002342   
0601BEC5N       20240101002800100000005000 0500000000002344   
0601BEC5N       20240101002805100000005000 0500000000002346   
0601BEC5N       20240101002810100000005000 0500000000002348   
0601BEC5N       20240101002815100000005000 0500000000002350   
0601BEC5N       20240101002820100000005000 0500000000002353   
0601BEC5N       20240101002825100000005000 0500000000002355   
0601BEC5N       20240101002830100000005000 0500000000002356   
0601BEC5N       20240101002835100000005000 0500000000002359   
0601BEC5N       20240101002840100000005000 0500000000002361   
0601BEC5N       20240101002845100000005000 0500000000002363   
0601BEC5N       20240101002850100000005000 0500000000002365   
0601BEC5N       20240101002855100000005000 0500000000002367   
0601BEC5N       20240101002860100000005000 0500000000002369   
0601BEC5N       20240101002865100000005000 0500000000002371   
0601BEC5N       20240101002870100000005000 0500000000002373   
0601BEC5N       20240101002875100000005000 0500000000002375   
0601BEC5N       20240101002880100000005000 0500000000002377   
0601BEC5N       20240101002885100000005000 0500000000002379   
0601BEC5N       20240101002890100000005000 0500000000002381   
0601BEC5N       20240101002895100000005000 0500000000002383   
0601BEC5N       20240101002900100000005000 0500000000002385   
0601BEC5N       20240101002905100000005000 0500000000002387   
0601BEC5N       20240101002910100000005000 0500000000002389   
0601BEC5N       20240101002915100000005000 0500000000002392   
0601BEC5N       20240101002920100000005000 0500000000002394   
0601BEC5N       20240101002925100000005000 0500000000002396   
0601BEC5N       20240101002930100000005000 0500000000002398   
0601BEC5N       20240101002935100000005000 0500000000002400   
0601BEC5N       20240101002940100000005000 0500000000002402   
0601BEC5N       20240101002945100000005000 0500000000002405   
0601BEC5N       20240101002950100000005000 0500000000002406   
0601BEC5N       20240101002955100000005000 0500000000002408   
0601BEC5N       20240101002960100000005000 0500000000002411   
0601BEC5N       20240101002965100000005000 0500000000002413   
0601BEC5N       20240101002970100000005000 0500000000002414   
0601BEC5N       20240101002975100000005000 0500000000002417   
0601BEC5N       20240101002980100000005000 0500000000002419   
0601BEC5N       20240101002985100000005000 0500000000002421   
0601BEC5N       20240101002990100000005000 0500000000002423   
0601BEC5N       20240101002995100000005000 0500000000002425   
0601BEC5N       20240101003000100000005000 0500000000002427   
0601BEC5N       20240101003005100000005000 0500000000002429   
0601BEC5N       20240101003010100000005000 0500000000002431   
0601BEC5N       20240101003015100000005000 0500000000002433   
0601BEC5N       20240101003020100000005000 0500000000002435   
0601BEC5N       20240101003025100000005000 0500000000002437   
0601BEC5N       20240101003030100000005000 0500000000002439   
0601BEC5N       20240101003035100000005000 0500000000002441   
0601BEC5N       20240101003040100000005000 0500000000002443   
0601BEC5N       20240101003045100000005000 0500000000002445   
0601BEC5N       20240101003050100000005000 0500000000002446   
0601BEC5N       20240101003055100000005000 0500000000002449   
0601BEC5N       20240101003060100000005000 0500000000002451   
0601BEC5N       20240101003065100000005000 0500000000002452   
0601BEC5N       20240101003070100000005000 0500000000002455   
0601BEC5N       20240101003075100000005000 0500000000002456   
0601BEC5N       20240101003080100000005000 0500000000002458   
0601BEC5N       20240101003085100000005000 0500000000002460   
0601BEC5N       20240101003090100000005000 0500000000002462   
0601BEC5N       20240101003095100000005000 0500000000002464   
0601BEC5N       20240101003100100000005000 0500000000002466   
0601BEC5N       20240101003105100000005000 0500000000002468   
0601BEC5N       20240101003110100000005000 0500000000002469   
0601BEC5N       20240101003115100000005000 0500000000002472   
0601BEC5N       20240101003120100000005000 0500000000002474   
0601BEC5N       20240101003125100000005000 0500000000002475   
0601BEC5N       20240101003130100000005000 0500000000002478   
0601BEC5N       20240101003135100000005000 0500000000002479   
0601BEC5N       20240101003140100000005000 0500000000002481   
0601BEC5N       20240101003145100000005000 0500000000002483   
0601BEC5N       20240101003150100000005000 0500000000002485   
0601BEC5N       20240101003155100000005000 0500000000002486   
0601BEC5N       20240101003160100000005000 0500000000002489   
0601BEC5N       20240101003165100000005000 0500000000002490   
0601BEC5N       20240101003170100000005000 0500000000002492   
0601BEC5N       20240101003175100000005000 0500000000002494   
0601BEC5N       20240101003180100000005000 0500000000002496   
0601BEC5N       20240101003185100000005000 0500000000002497   
0601BEC5N       20240101003190100000005000 0500000000002499   
0601BEC5N       20240101003195100000005000 0500000000002501   
0601BEC5N       20240101003200100000005000 0500000000002503   
0601BEC5N       20240101003205100000005000 0500000000002504   
0601BEC5N       20240101003210100000005000 0500000000002506   
0601BEC5N       20240101003215100000005000 0500000000002508   
0601BEC5N       20240101003220100000005000 0500000000002510   
0601BEC5N       20240101003225100000005000 0500000000002512   
0601BEC5N       20240101003230100000005000 0500000000002513   
0601BEC5N       20240101003235100000005000 0500000000002515   
0601BEC5N       20240101003240100000005000 0500000000002517   
0601BEC5N       20240101003245100000005000 0500000000002519   
0601BEC5N       20240101003250100000005000 0500000000002520   
0601BEC5N       20240101003255100000005000 0500000000002522   
0601BEC5N       20240101003260100000005000 0500000000002524   
0601BEC5N       20240101003265100000005000 0500000000002525   
0601BEC5N       20240101003270100000005000 0500000000002527   
0601BEC5N       20240101003275100000005000 0500000000002529   
0601BEC5N       20240101003280100000005000 0500000000002530   
0601BEC5N       20240101003285100000005000 0500000000002533   
0601BEC5N       20240101003290100000005000 0500000000002534   
0601BEC5N       20240101003295100000005000 0500000000002536   
0601BEC5N       20240101003300100000005000 0500000000002538   
0601BEC5N       20240101003305100000005000 0500000000002539   
0601BEC5N       20240101003310100000005000 0500000000002541   
0601BEC5N       20240101003315100000005000 0500000000002543   
0601BEC5N       20240101003320100000005000 0500000000002544   
0601BEC5N       20240101003325100000005000 0500000000002546   
0601BEC5N       20240101003330100000005000 0500000000002547   
0601BEC5N       20240101003335100000005000 0500000000002549   
0601BEC5N       20240101003340100000005000 0500000000002551   
0601BEC5N       20240101003345100000005000 0500000000002552   
0601BEC5N       20240101003350100000005000 0500000000002554   
0601BEC5N       20240101003355100000005000 0500000000002556   
0601BEC5N       20240101003360100000005000 0500000000002557   
0601BEC5N       20240101003365100000005000 0500000000002559   
0601BEC5N       20240101003370100000005000 0500000000002560   
0601BEC5N       20240101003375100000005000 0500000000002562   
0601BEC5N       20240101003380100000005000 0500000000002564   
0601BEC5N       20240101003385100000005000 0500000000002565   
0601BEC5N       20240101003390100000005000 0500000000002567   
0601BEC5N       20240101003395100000005000 0500000000002569   
0601BEC5N       20240101003400100000005000 0500000000002570   
0601BEC5N       20240101003405100000005000 0500000000002572   
0601BEC5N       20240101003410100000005000 0500000000002574   
0601BEC5N       20240101003415100000005000 0500000000002575   
0601BEC5N       20240101003420100000005000 0500000000002577   
0601BEC5N       20240101003425100000005000 0500000000002579   
0601BEC5N       20240101003430100000005000 0500000000002581   
0601BEC5N       20240101003435100000005000 0500000000002582   
0601BEC5N       20240101003440100000005000 0500000000002584   
0601BEC5N       20240101003445100000005000 0500000000002586   
0601BEC5N       20240101003450100000005000 0500000000002587   
0601BEC5N       20240101003455100000005000 0500000000002589   
0601BEC5N       20240101003460100000005000 0500000000002591   
0601BEC5N       20240101003465100000005000 0500000000002592   
0601BEC5N       20240101003470100000005000 0500000000002593   
0601BEC5N       20240101003475100000005000 0500000000002595   
0601BEC5N       20240101003480100000005000 0500000000002597   
0601BEC5N       20240101003485100000005000 0500000000002598   
0601BEC5N       20240101003490100000005000 0500000000002600   
0601BEC5N       20240101003495100000005000 0500000000002602   
0601BEC5N       20240101003500100000005000 0500000000002603   
0601BEC5N       20240101003505100000005000 0500000000002605   
0601BEC5N       20240101003510100000005000 0500000000002607   
0601BEC5N       20240101003515100000005000 0500000000002608   
0601BEC5N       20240101003520100000005000 0500000000002610   
0601BEC5N       20240101003525100000005000 0500000000002611   
0601BEC5N       20240101003530100000005000 0500000000002613   
0601BEC5N       20240101003535100000005000 0500000000002615   
0601BEC5N       20240101003540100000005000 0500000000002616   
0601BEC5N       20240101003545100000005000 0500000000002618   
0601BEC5N       20240101003550100000005000 0500000000002620   
0601BEC5N       20240101003555100000005000 0500000000002621   
0601BEC5N       20240101003560100000005000 0500000000002622   
0601BEC5N       20240101003565100000005000 0500000000002624   
0601BEC5N       20240101003570100000005000 0500000000002626   
0601BEC5N       20240101003575100000005000 0500000000002627   
0601BEC5N       20240101003580100000005000 0500000000002629   
0601BEC5N       20240101003585100000005000 0500000000002630   
0601BEC5N       20240101003590100000005000 0500000000002632   
0601BEC5N       20240101003595100000005000 0500000000002634   
0601BEC5N       20240101003600100000005000 0500000000002635   
0601BEC5N       20240101003605100000005000 0500000000002636   
0601BEC5N       20240101003610100000005000 0500000000002638   
0601BEC5N       20240101003615100000005000 0500000000002640   
0601BEC5N       20240101003620100000005000 0500000000002641   
0601BEC5N       20240101003625100000005000 0500000000002642   
0601BEC5N       20240101003630100000005000 0500000000002644   
0601BEC5N       20240101003635100000005000 0500000000002645   
0601BEC5N       20240101003640100000005000 0500000000002647   
0601BEC5N       20240101003645100000005000 0500000000002649   
0601BEC5N       20240101003650100000005000 0500000000002650   
0601BEC5N       20240101003655100000005000 0500000000002651   
0601BEC5N       20240101003660100000005000 0500000000002653   
0601BEC5N       20240101003665100000005000 0500000000002654   
0601BEC5N       20240101003670100000005000 0500000000002656   
0601BEC5N       20240101003675100000005000 0500000000002658   
0601BEC5N       20240101003680100000005000 0500000000002659   
0601BEC5N       20240101003685100000005000 0500000000002660   
0601BEC5N       20240101003690100000005000 0500000000002662   
0601BEC5N       20240101003695100000005000 0500000000002663   
0601BEC5N       20240101003700100000005000 0500000000002664   
0601BEC5N       20240101003705100000005000 0500000000002666   
0601BEC5N       20240101003710100000005000 0500000000002668   
0601BEC5N       20240101003715100000005000 0500000000002669   
0601BEC5N       20240101003720100000005000 0500000000002671   
0601BEC5N       20240101003725100000005000 0500000000002672   
0601BEC5N       20240101003730100000005000 0500000000002673   
0601BEC5N       20240101003735100000005000 0500000000002675   
0601BEC5N       20240101003740100000005000 0500000000002676   
0601BEC5N       20240101003745100000005000 0500000000002677   
0601BEC5N       20240101003750100000005000 0500000000002679   
0601BEC5N       20240101003755100000005000 0500000000002681   
0601BEC5N       20240101003760100000005000 0500000000002682   
0601BEC5N       20240101003765100000005000 0500000000002683   
0601BEC5N       20240101003770100000005000 0500000000002685   
0601BEC5N       20240101003775100000005000 0500000000002686   
0601BEC5N       20240101003780100000005000 0500000000002687   
0601BEC5N       20240101003785100000005000 0500000000002689   
0601BEC5N       20240101003790100000005000 0500000000002690   
0601BEC5N       20240101003795100000005000 0500000000002691   
0601BEC5N       20240101003800100000005000 0500000000002693   
0601BEC5N       20240101003805100000005000 0500000000002694   
0601BEC5N       20240101003810100000005000 0500000000002695   
0601BEC5N       20240101003815100000005000 0500000000002697   
0601BEC5N       20240101003820100000005000 0500000000002698   
0601BEC5N       20240101003825100000005000 0500000000002700   
0601BEC5N       20240101003830100000005000 0500000000002701   
0601BEC5N       20240101003835100000005000 0500000000002703   
0601BEC5N       20240101003840100000005000 0500000000002704   
0601BEC5N       20240101003845100000005000 0500000000002705   
0601BEC5N       20240101003850100000005000 0500000000002707   
0601BEC5N       20240101003855100000005000 0500000000002708   
0601BEC5N       20240101003860100000005000 0500000000002710   
0601BEC5N       20240101003865100000005000 0500000000002711   
0601BEC5N       20240101003870100000005000 0500000000002712   
0601BEC5N       20240101003875100000005000 0500000000002714   
0601BEC5N       20240101003880100000005000 0500000000002715   
0601BEC5N       20240101003885100000005000 0500000000002716   
0601BEC5N       20240101003890100000005000 0500000000002718   
0601BEC5N       20240101003895100000005000 0500000000002719   
0601BEC5N       20240101003900100000005000 0500000000002720   
0601BEC5N       20240101003905100000005000 0500000000002721   
0601BEC5N       20240101003910100000005000 0500000000002723   
0601BEC5N       20240101003915100000005000 0500000000002724   
0601BEC5N       20240101003920100000005000 0500000000002725   
0601BEC5N       20240101003925100000005000 0500000000002727   
0601BEC5N       20240101003930100000005000 0500000000002728   
0601BEC5N       20240101003935100000005000 0500000000002729   
0601BEC5N       20240101003940100000005000 0500000000002730   
0601BEC5N       20240101003945100000005000 0500000000002731   
0601BEC5N       20240101003950100000005000 0500000000002733   
0601BEC5N       20240101003955100000005000 0500000000002734   
0601BEC5N       20240101003960100000005000 0500000000002735   
0601BEC5N       20240101003965100000005000 0500000000002736   
0601BEC5N       20240101003970100000005000 0500000000002738   
0601BEC5N       20240101003975100000005000 0500000000002739   
0601BEC5N       20240101003980100000005000 0500000000002740   
0601BEC5N       20240101003985100000005000 0500000000002742   
0601BEC5N       20240101003990100000005000 0500000000002743   
0601BEC5N       20240101003995100000005000 0500000000002744   
0601BEC5N       20240101004000100000005000 0500000000002746   
0601BEC5N       20240101004005100000005000 0500000000002747   
0601BEC5N       20240101004010100000005000 0500000000002748   
0601BEC5N       20240101004015100000005000 0500000000002749   
0601BEC5N       20240101004020100000005000 0500000000002751   
0601BEC5N       20240101004025100000005000 0500000000002752   
0601BEC5N       20240101004030100000005000 0500000000002753   
0601BEC5N       20240101004035100000005000 0500000000002754   
0601BEC5N       20240101004040100000005000 0500000000002755   
0601BEC5N       20240101004045100000005000 0500000000002757   
0601BEC5N       20240101004050100000005000 0500000000002758   
0601BEC5N       20240101004055100000005000 0500000000002759   
0601BEC5N       20240101004060100000005000 0500000000002760   
0601BEC5N       20240101004065100000005000 0500000000002762   
0601BEC5N       20240101004070100000005000 0500000000002763   
0601BEC5N       20240101004075100000005000 0500000000002764   
0601BEC5N       20240101004080100000005000 0500000000002765   
0601BEC5N       20240101004085100000005000 0500000000002766   
0601BEC5N       20240101004090100000005000 0500000000002767   
0601BEC5N       20240101004095100000005000 0500000000002769   
0601BEC5N       20240101004100100000005000 0500000000002770   
0601BEC5N       20240101004105100000005000 0500000000002771   
0601BEC5N       20240101004110100000005000 0500000000002772   
0601BEC5N       20240101004115100000005000 0500000000002773   
0601BEC5N       20240101004120100000005000 0500000000002774   
0601BEC5N       20240101004125100000005000 0500000000002776   
0601BEC5N       20240101004130100000005000 0500000000002777   
0601BEC5N       20240101004135100000005000 0500000000002778   
0601BEC5N       20240101004140100000005000 0500000000002780   
0601BEC5N       20240101004145100000005000 0500000000002781   
0601BEC5N       20240101004150100000005000 0500000000002782   
0601BEC5N       20240101004155100000005000 0500000000002783   
0601BEC5N       20240101004160100000005000 0500000000002784   
0601BEC5N       20240101004165100000005000 0500000000002785   
0601BEC5N       20240101004170100000005000 0500000000002787   
0601BEC5N       20240101004175100000005000 0500000000002788   
0601BEC5N       20240101004180100000005000 0500000000002789   
0601BEC5N       20240101004185100000005000 0500000000002790   
0601BEC5N       20240101004190100000005000 0500000000002791   
0601BEC5N       20240101004195100000005000 0500000000002792   
0601BEC5N       20240101004200100000005000 0500000000002794   
0601BEC5N       20240101004205100000005000 0500000000002794   
0601BEC5N       20240101004210100000005000 0500000000002795   
0601BEC5N       20240101004215100000005000 0500000000002796   
0601BEC5N       20240101004220100000005000 0500000000002798   
0601BEC5N       20240101004225100000005000 0500000000002799   
0601BEC5N       20240101004230100000005000 0500000000002800   
0601BEC5N       20240101004235100000005000 0500000000002801   
0601BEC5N       20240101004240100000005000 0500000000002802   
0601BEC5N       20240101004245100000005000 0500000000002803   
0601BEC5N       20240101004250100000005000 0500000000002805   
0601BEC5N       20240101004255100000005000 0500000000002806   
0601BEC5N       20240101004260100000005000 0500000000002806   
0601BEC5N       20240101004265100000005000 0500000000002808   
0601BEC5N       20240101004270100000005000 0500000000002809   
0601BEC5N       20240101004275100000005000 0500000000002810   
