00BE               20231130                                                                                   
0601BEA0N       20240101003990100000005000 0000000000003112   
0601BEA0N       20240101003995100000005000 0000000000003114   
0601BEA0N       20240101004000100000005000 0000000000003114   
0601BEA0N       20240101004005100000005000 0000000000003115   
0601BEA0N       20240101004010100000005000 0000000000003116   
0601BEA0N       20240101004015100000005000 0000000000003117   
0601BEA0N       20240101004020100000005000 0000000000003118   
0601BEA0N       20240101004025100000005000 0000000000003119   
0601BEA0N       20240101004030100000005000 0000000000003119   
0601BEA0N       20240101004035100000005000 0000000000003120   
0601BEA0N       20240101004040100000005000 0000000000003121   
0601BEA0N       20240101004045100000005000 0000000000003122   
0601BEA0N       20240101004050100000005000 0000000000003123   
0601BEA0N       20240101004055100000005000 0000000000003124   
0601BEA0N       20240101004060100000005000 0000000000003125   
0601BEA0N       20240101004065100000005000 0000000000003125   
0601BEA0N       20240101004070100000005000 0000000000003126   
0601BEA0N       20240101004075100000005000 0000000000003127   
0601BEA0N       20240101004080100000005000 0000000000003128   
0601BEA0N       20240101004085100000005000 0000000000003129   
0601BEA0N       20240101004090100000005000 0000000000003130   
0601BEA0N       20240101004095100000005000 0000000000003130   
0601BEA0N       20240101004100100000005000 0000000000003131   
0601BEA0N       20240101004105100000005000 0000000000003132   
0601BEA0N       20240101004110100000005000 0000000000003133   
0601BEA0N       20240101004115100000005000 0000000000003134   
0601BEA0N       20240101004120100000005000 0000000000003135   
0601BEA0N       20240101004125100000005000 0000000000003135   
0601BEA0N       20240101004130100000005000 0000000000003136   
0601BEA0N       20240101004135100000005000 0000000000003137   
0601BEA0N       20240101004140100000005000 0000000000003138   
0601BEA0N       20240101004145100000005000 0000000000003138   
0601BEA0N       20240101004150100000005000 0000000000003139   
0601BEA0N       20240101004155100000005000 0000000000003140   
0601BEA0N       20240101004160100000005000 0000000000003141   
0601BEA0N       20240101004165100000005000 0000000000003142   
0601BEA0N       20240101004170100000005000 0000000000003142   
0601BEA0N       20240101004175100000005000 0000000000003143   
0601BEA0N       20240101004180100000005000 0000000000003144   
0601BEA0N       20240101004185100000005000 0000000000003145   
0601BEA0N       20240101004190100000005000 0000000000003145   
0601BEA0N       20240101004195100000005000 0000000000003147   
0601BEA0N       20240101004200100000005000 0000000000003147   
0601BEA0N       20240101004205100000005000 0000000000003148   
0601BEA0N       20240101004210100000005000 0000000000003149   
0601BEA0N       20240101004215100000005000 0000000000003150   
0601BEA0N       20240101004220100000005000 0000000000003150   
0601BEA0N       20240101004225100000005000 0000000000003151   
0601BEA0N       20240101004230100000005000 0000000000003152   
0601BEA0N       20240101004235100000005000 0000000000003152   
0601BEA0N       20240101004240100000005000 0000000000003154   
0601BEA0N       20240101004245100000005000 0000000000003154   
0601BEA0N       20240101004250100000005000 0000000000003155   
0601BEA0N       20240101004255100000005000 0000000000003156   
0601BEA0N       20240101004260100000005000 0000000000003157   
0601BEA0N       20240101004265100000005000 0000000000003157   
0601BEA0N       20240101004270100000005000 0000000000003158   
0601BEA0N       20240101004275100000005000 0000000000003159   
0601BEA0N       20240101004280100000005000 0000000000003159   
0601BEA0N       20240101004285100000005000 0000000000003160   
0601BEA0N       20240101004290100000005000 0000000000003161   
0601BEA0N       20240101004295100000005000 0000000000003162   
0601BEA0N       20240101004300100000005000 0000000000003162   
0601BEA0N       20240101004305100000005000 0000000000003163   
0601BEA0N       20240101004310100000005000 0000000000003164   
0601BEA0N       20240101004315100000005000 0000000000003164   
0601BEA0N       20240101004320100000005000 0000000000003166   
0601BEA0N       20240101004325100000005000 0000000000003166   
0601BEA0N       20240101004330100000005000 0000000000003167   
0601BEA0N       20240101004335100000005000 0000000000003168   
0601BEA0N       20240101004340100000005000 0000000000003168   
0601BEA0N       20240101004345100000005000 0000000000003169   
0601BEA0N       20240101004350100000005000 0000000000003170   
0601BEA0N       20240101004355100000005000 0000000000003171   
0601BEA0N       20240101004360100000005000 0000000000003171   
0601BEA0N       20240101004365100000005000 0000000000003172   
0601BEA0N       20240101004370100000005000 0000000000003173   
0601BEA0N       20240101004375100000005000 0000000000003173   
0601BEA0N       20240101004380100000005000 0000000000003174   
0601BEA0N       20240101004385100000005000 0000000000003175   
0601BEA0N       20240101004390100000005000 0000000000003175   
0601BEA0N       20240101004395100000005000 0000000000003177   
0601BEA0N       20240101004400100000005000 0000000000003177   
0601BEA0N       20240101004405100000005000 0000000000003178   
0601BEA0N       20240101004410100000005000 0000000000003179   
0601BEA0N       20240101004415100000005000 0000000000003179   
0601BEA0N       20240101004420100000005000 0000000000003180   
0601BEA0N       20240101004425100000005000 0000000000003181   
0601BEA0N       20240101004430100000005000 0000000000003181   
0601BEA0N       20240101004435100000005000 0000000000003182   
0601BEA0N       20240101004440100000005000 0000000000003182   
0601BEA0N       20240101004445100000005000 0000000000003184   
0601BEA0N       20240101004450100000005000 0000000000003184   
0601BEA0N       20240101004455100000005000 0000000000003185   
0601BEA0N       20240101004460100000005000 0000000000003186   
0601BEA0N       20240101004465100000005000 0000000000003186   
0601BEA0N       20240101004470100000005000 0000000000003187   
0601BEA0N       20240101004475100000005000 0000000000003188   
0601BEA0N       20240101004480100000005000 0000000000003188   
0601BEA0N       20240101004485100000005000 0000000000003189   
0601BEA0N       20240101004490100000005000 0000000000003190   
0601BEA0N       20240101004495100000005000 0000000000003190   
0601BEA0N       20240101004500100000005000 0000000000003191   
0601BEA0N       20240101004505100000005000 0000000000003192   
0601BEA0N       20240101004510100000005000 0000000000003192   
0601BEA0N       20240101004515100000005000 0000000000003193   
0601BEA0N       20240101004520100000005000 0000000000003194   
0601BEA0N       20240101004525100000005000 0000000000003194   
0601BEA0N       20240101004530100000005000 0000000000003195   
0601BEA0N       20240101004535100000005000 0000000000003196   
0601BEA0N       20240101004540100000005000 0000000000003197   
0601BEA0N       20240101004545100000005000 0000000000003197   
0601BEA0N       20240101004550100000005000 0000000000003198   
0601BEA0N       20240101004555100000005000 0000000000003199   
0601BEA0N       20240101004560100000005000 0000000000003199   
0601BEA0N       20240101004565100000005000 0000000000003200   
0601BEA0N       20240101004570100000005000 0000000000003201   
0601BEA0N       20240101004575100000005000 0000000000003201   
0601BEA0N       20240101004580100000005000 0000000000003202   
0601BEA0N       20240101004585100000005000 0000000000003203   
0601BEA0N       20240101004590100000005000 0000000000003204   
0601BEA0N       20240101004595100000005000 0000000000003204   
0601BEA0N       20240101004600100000005000 0000000000003205   
0601BEA0N       20240101004605100000005000 0000000000003206   
0601BEA0N       20240101004610100000005000 0000000000003206   
0601BEA0N       20240101004615100000005000 0000000000003207   
0601BEA0N       20240101004620100000005000 0000000000003208   
0601BEA0N       20240101004625100000005000 0000000000003208   
0601BEA0N       20240101004630100000005000 0000000000003209   
0601BEA0N       20240101004635100000005000 0000000000003210   
0601BEA0N       20240101004640100000005000 0000000000003210   
0601BEA0N       20240101004645100000005000 0000000000003211   
0601BEA0N       20240101004650100000005000 0000000000003212   
0601BEA0N       20240101004655100000005000 0000000000003212   
0601BEA0N       20240101004660100000005000 0000000000003213   
0601BEA0N       20240101004665100000005000 0000000000003214   
0601BEA0N       20240101004670100000005000 0000000000003214   
0601BEA0N       20240101004675100000005000 0000000000003216   
0601BEA0N       20240101004680100000005000 0000000000003216   
0601BEA0N       20240101004685100000005000 0000000000003217   
0601BEA0N       20240101004690100000005000 0000000000003218   
0601BEA0N       20240101004695100000005000 0000000000003218   
0601BEA0N       20240101004700100000005000 0000000000003219   
0601BEA0N       20240101004705100000005000 0000000000003220   
0601BEA0N       20240101004710100000005000 0000000000003220   
0601BEA0N       20240101004715100000005000 0000000000003221   
0601BEA0N       20240101004720100000005000 0000000000003221   
0601BEA0N       20240101004725100000005000 0000000000003222   
0601BEA0N       20240101004730100000005000 0000000000003223   
0601BEA0N       20240101004735100000005000 0000000000003223   
0601BEA0N       20240101004740100000005000 0000000000003224   
0601BEA0N       20240101004745100000005000 0000000000003225   
0601BEA0N       20240101004750100000005000 0000000000003225   
0601BEA0N       20240101004755100000005000 0000000000003226   
0601BEA0N       20240101004760100000005000 0000000000003227   
0601BEA0N       20240101004765100000005000 0000000000003227   
0601BEA0N       20240101004770100000005000 0000000000003228   
0601BEA0N       20240101004775100000005000 0000000000003228   
0601BEA0N       20240101004780100000005000 0000000000003229   
0601BEA0N       20240101004785100000005000 0000000000003230   
0601BEA0N       20240101004790100000005000 0000000000003230   
0601BEA0N       20240101004795100000005000 0000000000003231   
0601BEA0N       20240101004800100000005000 0000000000003232   
0601BEA0N       20240101004805100000005000 0000000000003232   
0601BEA0N       20240101004810100000005000 0000000000003233   
0601BEA0N       20240101004815100000005000 0000000000003234   
0601BEA0N       20240101004820100000005000 0000000000003234   
0601BEA0N       20240101004825100000005000 0000000000003235   
0601BEA0N       20240101004830100000005000 0000000000003236   
0601BEA0N       20240101004835100000005000 0000000000003236   
0601BEA0N       20240101004840100000005000 0000000000003237   
0601BEA0N       20240101004845100000005000 0000000000003238   
0601BEA0N       20240101004850100000005000 0000000000003238   
0601BEA0N       20240101004855100000005000 0000000000003239   
0601BEA0N       20240101004860100000005000 0000000000003240   
0601BEA0N       20240101004865100000005000 0000000000003240   
0601BEA0N       20240101004870100000005000 0000000000003240   
0601BEA0N       20240101004875100000005000 0000000000003241   
0601BEA0N       20240101004880100000005000 0000000000003242   
0601BEA0N       20240101004885100000005000 0000000000003242   
0601BEA0N       20240101004890100000005000 0000000000003243   
0601BEA0N       20240101004895100000005000 0000000000003244   
0601BEA0N       20240101004900100000005000 0000000000003244   
0601BEA0N       20240101004905100000005000 0000000000003245   
0601BEA0N       20240101004910100000005000 0000000000003246   
0601BEA0N       20240101004915100000005000 0000000000003246   
0601BEA0N       20240101004920100000005000 0000000000003246   
0601BEA0N       20240101004925100000005000 0000000000003247   
0601BEA0N       20240101004930100000005000 0000000000003248   
0601BEA0N       20240101004935100000005000 0000000000003248   
0601BEA0N       20240101004940100000005000 0000000000003249   
0601BEA0N       20240101004945100000005000 0000000000003250   
0601BEA0N       20240101004950100000005000 0000000000003250   
0601BEA0N       20240101004955100000005000 0000000000003251   
0601BEA0N       20240101004960100000005000 0000000000003252   
0601BEA0N       20240101004965100000005000 0000000000003252   
0601BEA0N       20240101004970100000005000 0000000000003253   
0601BEA0N       20240101004975100000005000 0000000000003253   
0601BEA0N       20240101004980100000005000 0000000000003254   
0601BEA0N       20240101004985100000005000 0000000000003255   
0601BEA0N       20240101004990100000005000 0000000000003255   
0601BEA0N       20240101004995100000005000 0000000000003256   
0601BEA0N       20240101005000100000100000 0000000000003256   
0601BEA0N       20240101005100100000100000 0000000000003268   
0601BEA0N       20240101005200100000100000 0000000000003279   
0601BEA0N       20240101005300100000100000 0000000000003290   
0601BEA0N       20240101005400100000100000 0000000000003300   
0601BEA0N       20240101005500100000100000 0000000000003310   
0601BEA0N       20240101005600100000100000 0000000000003319   
0601BEA0N       20240101005700100000100000 0000000000003329   
0601BEA0N       20240101005800100000100000 0000000000003337   
0601BEA0N       20240101005900100000100000 0000000000003346   
0601BEA0N       20240101006000100000100000 0000000000003354   
0601BEA0N       20240101006100100000100000 0000000000003362   
0601BEA0N       20240101006200100000100000 0000000000003370   
0601BEA0N       20240101006300100000100000 0000000000003378   
0601BEA0N       20240101006400100000100000 0000000000003385   
0601BEA0N       20240101006500100000100000 0000000000003392   
0601BEA0N       20240101006600100000100000 0000000000003399   
0601BEA0N       20240101006700100000100000 0000000000003406   
0601BEA0N       20240101006800100000100000 0000000000003412   
0601BEA0N       20240101006900100000100000 0000000000003418   
0601BEA0N       20240101007000100000100000 0000000000003424   
0601BEA0N       20240101007100100000100000 0000000000003431   
0601BEA0N       20240101007200100000100000 0000000000003436   
0601BEA0N       20240101007300100000100000 0000000000003442   
0601BEA0N       20240101007400100000100000 0000000000003447   
0601BEA0N       20240101007500100000100000 0000000000003452   
0601BEA0N       20240101007600100000100000 0000000000003455   
0601BEA0N       20240101007700100000100000 0000000000003458   
0601BEA0N       20240101007800100000100000 0000000000003461   
0601BEA0N       20240101007900100000100000 0000000000003464   
0601BEA0N       20240101008000100000100000 0000000000003467   
0601BEA0N       20240101008100100000100000 0000000000003470   
0601BEA0N       20240101008200100000100000 0000000000003473   
0601BEA0N       20240101008300100000100000 0000000000003475   
0601BEA0N       20240101008400100000100000 0000000000003478   
0601BEA0N       20240101008500100000100000 0000000000003481   
0601BEA0N       20240101008600100000100000 0000000000003483   
0601BEA0N       20240101008700100000100000 0000000000003486   
0601BEA0N       20240101008800100000100000 0000000000003488   
0601BEA0N       20240101008900100000100000 0000000000003490   
0601BEA0N       20240101009000100000100000 0000000000003492   
0601BEA0N       20240101009100100000100000 0000000000003495   
0601BEA0N       20240101009200100000100000 0000000000003497   
0601BEA0N       20240101009300100000100000 0000000000003499   
0601BEA0N       20240101009400100000100000 0000000000003501   
0601BEA0N       20240101009500100000100000 0000000000003503   
0601BEA0N       20240101009600100000100000 0000000000003505   
0601BEA0N       20240101009700100000100000 0000000000003507   
0601BEA0N       20240101009800100000100000 0000000000003509   
0601BEA0N       20240101009900100000100000 0000000000003511   
0601BEA0N       20240101010000100000100000 0000000000003513   
0601BEA0N       20240101010100100000100000 0000000000003515   
0601BEA0N       20240101010200100000100000 0000000000003516   
0601BEA0N       20240101010300100000100000 0000000000003518   
0601BEA0N       20240101010400100000100000 0000000000003520   
0601BEA0N       20240101010500100000100000 0000000000003521   
0601BEA0N       20240101010600100000100000 0000000000003523   
0601BEA0N       20240101010700100000100000 0000000000003525   
0601BEA0N       20240101010800100000100000 0000000000003526   
0601BEA0N       20240101010900100000100000 0000000000003528   
0601BEA0N       20240101011000100000100000 0000000000003529   
0601BEA0N       20240101011100100000100000 0000000000003531   
0601BEA0N       20240101011200100000100000 0000000000003532   
0601BEA0N       20240101011300100000100000 0000000000003534   
0601BEA0N       20240101011400100000100000 0000000000003535   
0601BEA0N       20240101011500100000100000 0000000000003536   
0601BEA0N       20240101011600100000100000 0000000000003538   
0601BEA0N       20240101011700100000100000 0000000000003539   
0601BEA0N       20240101011800100000100000 0000000000003540   
0601BEA0N       20240101011900100000100000 0000000000003542   
0601BEA0N       20240101012000100000100000 0000000000003543   
0601BEA0N       20240101012100100000100000 0000000000003544   
0601BEA0N       20240101012200100000100000 0000000000003545   
0601BEA0N       20240101012300100000100000 0000000000003547   
0601BEA0N       20240101012400100000100000 0000000000003548   
0601BEA0N       20240101012500100000100000 0000000000003549   
0601BEA0N       20240101012600100000100000 0000000000003550   
0601BEA0N       20240101012700100000100000 0000000000003551   
0601BEA0N       20240101012800100000100000 0000000000003553   
0601BEA0N       20240101012900100000100000 0000000000003554   
0601BEA0N       20240101013000100000100000 0000000000003555   
0601BEA0N       20240101013100100000100000 0000000000003556   
0601BEA0N       20240101013200100000100000 0000000000003557   
0601BEA0N       20240101013300100000100000 0000000000003558   
0601BEA0N       20240101013400100000100000 0000000000003559   
0601BEA0N       20240101013500100000100000 0000000000003560   
0601BEA0N       20240101013600100000100000 0000000000003561   
0601BEA0N       20240101013700100000100000 0000000000003562   
0601BEA0N       20240101013800100000100000 0000000000003563   
0601BEA0N       20240101013900100000100000 0000000000003564   
0601BEA0N       20240101014000100000100000 0000000000003565   
0601BEA0N       20240101014100100000100000 0000000000003566   
0601BEA0N       20240101014200100000100000 0000000000003567   
0601BEA0N       20240101014300100000100000 0000000000003567   
0601BEA0N       20240101014400100000100000 0000000000003568   
0601BEA0N       20240101014500100000100000 0000000000003569   
0601BEA0N       20240101014600100000100000 0000000000003570   
0601BEA0N       20240101014700100000100000 0000000000003571   
0601BEA0N       20240101014800100000100000 0000000000003572   
0601BEA0N       20240101014900100000100000 0000000000003573   
0601BEA0N       20240101015000100000100000 0000000000003573   
0601BEA0N       20240101015100100000100000 0000000000003574   
0601BEA0N       20240101015200100000100000 0000000000003575   
0601BEA0N       20240101015300100000100000 0000000000003576   
0601BEA0N       20240101015400100000100000 0000000000003576   
0601BEA0N       20240101015500100000100000 0000000000003577   
0601BEA0N       20240101015600100000100000 0000000000003578   
0601BEA0N       20240101015700100000100000 0000000000003579   
0601BEA0N       20240101015800100000100000 0000000000003580   
0601BEA0N       20240101015900100000100000 0000000000003580   
0601BEA0N       20240101016000100000100000 0000000000003581   
0601BEA0N       20240101016100100000100000 0000000000003582   
0601BEA0N       20240101016200100000100000 0000000000003582   
0601BEA0N       20240101016300100000100000 0000000000003583   
0601BEA0N       20240101016400100000100000 0000000000003584   
0601BEA0N       20240101016500100000100000 0000000000003584   
0601BEA0N       20240101016600100000100000 0000000000003585   
0601BEA0N       20240101016700100000100000 0000000000003586   
0601BEA0N       20240101016800100000100000 0000000000003586   
0601BEA0N       20240101016900100000100000 0000000000003587   
0601BEA0N       20240101017000100000100000 0000000000003588   
0601BEA0N       20240101017100100000100000 0000000000003588   
0601BEA0N       20240101017200100000100000 0000000000003589   
0601BEA0N       20240101017300100000100000 0000000000003590   
0601BEA0N       20240101017400100000100000 0000000000003590   
0601BEA0N       20240101017500100000100000 0000000000003591   
0601BEA0N       20240101017600100000100000 0000000000003591   
0601BEA0N       20240101017700100000100000 0000000000003592   
0601BEA0N       20240101017800100000100000 0000000000003592   
0601BEA0N       20240101017900100000100000 0000000000003593   
0601BEA0N       20240101018000100000100000 0000000000003594   
0601BEA0N       20240101018100100000100000 0000000000003594   
0601BEA0N       20240101018200100000100000 0000000000003595   
0601BEA0N       20240101018300100000100000 0000000000003595   
0601BEA0N       20240101018400100000100000 0000000000003596   
0601BEA0N       20240101018500100000100000 0000000000003596   
0601BEA0N       20240101018600100000100000 0000000000003597   
0601BEA0N       20240101018700100000100000 0000000000003597   
0601BEA0N       20240101018800100000100000 0000000000003598   
0601BEA0N       20240101018900100000100000 0000000000003598   
0601BEA0N       20240101019000100000100000 0000000000003599   
0601BEA0N       20240101019100100000100000 0000000000003599   
0601BEA0N       20240101019200100000100000 0000000000003600   
0601BEA0N       20240101019300100000100000 0000000000003600   
0601BEA0N       20240101019400100000100000 0000000000003601   
0601BEA0N       20240101019500100000100000 0000000000003601   
0601BEA0N       20240101019600100000100000 0000000000003602   
0601BEA0N       20240101019700100000100000 0000000000003602   
0601BEA0N       20240101019800100000100000 0000000000003603   
0601BEA0N       20240101019900100000100000 0000000000003603   
0601BEA0N       20240101020000100000100000 0000000000003604   
0601BEA0N       20240101020100100000100000 0000000000003604   
0601BEA0N       20240101020200100000100000 0000000000003605   
0601BEA0N       20240101020300100000100000 0000000000003605   
0601BEA0N       20240101020400100000100000 0000000000003605   
0601BEA0N       20240101020500100000100000 0000000000003606   
0601BEA0N       20240101020600100000100000 0000000000003606   
0601BEA0N       20240101020700100000100000 0000000000003607   
0601BEA0N       20240101020800100000100000 0000000000003607   
0601BEA0N       20240101020900100000100000 0000000000003608   
0601BEA0N       20240101021000100000100000 0000000000003608   
0601BEA0N       20240101021100100000100000 0000000000003608   
0601BEA0N       20240101021200100000100000 0000000000003609   
0601BEA0N       20240101021300100000100000 0000000000003609   
0601BEA0N       20240101021400100000100000 0000000000003610   
0601BEA0N       20240101021500100000100000 0000000000003610   
0601BEA0N       20240101021600100000100000 0000000000003610   
0601BEA0N       20240101021700100000100000 0000000000003611   
0601BEA0N       20240101021800100000100000 0000000000003611   
0601BEA0N       20240101021900100000100000 0000000000003612   
0601BEA0N       20240101022000100000100000 0000000000003612   
0601BEA0N       20240101022100100000100000 0000000000003612   
0601BEA0N       20240101022200100000100000 0000000000003613   
0601BEA0N       20240101022300100000100000 0000000000003613   
0601BEA0N       20240101022400100000100000 0000000000003613   
0601BEA0N       20240101022500100000100000 0000000000003614   
0601BEA0N       20240101022600100000100000 0000000000003614   
0601BEA0N       20240101022700100000100000 0000000000003614   
0601BEA0N       20240101022800100000100000 0000000000003615   
0601BEA0N       20240101022900100000100000 0000000000003615   
0601BEA0N       20240101023000100000100000 0000000000003616   
0601BEA0N       20240101023100100000100000 0000000000003616   
0601BEA0N       20240101023200100000100000 0000000000003616   
0601BEA0N       20240101023300100000100000 0000000000003617   
0601BEA0N       20240101023400100000100000 0000000000003617   
0601BEA0N       20240101023500100000100000 0000000000003617   
0601BEA0N       20240101023600100000100000 0000000000003618   
0601BEA0N       20240101023700100000100000 0000000000003618   
0601BEA0N       20240101023800100000100000 0000000000003618   
0601BEA0N       20240101023900100000100000 0000000000003619   
0601BEA0N       20240101024000100000100000 0000000000003619   
0601BEA0N       20240101024100100000100000 0000000000003619   
0601BEA0N       20240101024200100000100000 0000000000003619   
0601BEA0N       20240101024300100000100000 0000000000003620   
0601BEA0N       20240101024400100000100000 0000000000003620   
0601BEA0N       20240101024500100000100000 0000000000003620   
0601BEA0N       20240101024600100000100000 0000000000003621   
0601BEA0N       20240101024700100000100000 0000000000003621   
0601BEA0N       20240101024800100000100000 0000000000003621   
0601BEA0N       20240101024900100000100000 0000000000003622   
0601BEA0N       20240101025000100000100000 0000000000003622   
0601BEA0N       20240101025100100000100000 0000000000003622   
0601BEA0N       20240101025200100000100000 0000000000003622   
0601BEA0N       20240101025300100000100000 0000000000003623   
0601BEA0N       20240101025400100000100000 0000000000003623   
0601BEA0N       20240101025500100000100000 0000000000003623   
0601BEA0N       20240101025600100000100000 0000000000003624   
0601BEA0N       20240101025700100000100000 0000000000003624   
0601BEA0N       20240101025800100000100000 0000000000003624   
0601BEA0N       20240101025900100000100000 0000000000003624   
0601BEA0N       20240101026000100000100000 0000000000003625   
0601BEA0N       20240101026100100000100000 0000000000003625   
0601BEA0N       20240101026200100000100000 0000000000003625   
0601BEA0N       20240101026300100000100000 0000000000003625   
0601BEA0N       20240101026400100000100000 0000000000003626   
0601BEA0N       20240101026500100000100000 0000000000003626   
0601BEA0N       20240101026600100000100000 0000000000003626   
0601BEA0N       20240101026700100000100000 0000000000003627   
0601BEA0N       20240101026800100000100000 0000000000003627   
0601BEA0N       20240101026900100000100000 0000000000003627   
0601BEA0N       20240101027000100000100000 0000000000003627   
0601BEA0N       20240101027100100000100000 0000000000003628   
0601BEA0N       20240101027200100000100000 0000000000003628   
0601BEA0N       20240101027300100000100000 0000000000003628   
0601BEA0N       20240101027400100000100000 0000000000003628   
0601BEA0N       20240101027500100000100000 0000000000003629   
0601BEA0N       20240101027600100000100000 0000000000003629   
0601BEA0N       20240101027700100000100000 0000000000003629   
0601BEA0N       20240101027800100000100000 0000000000003629   
0601BEA0N       20240101027900100000100000 0000000000003629   
0601BEA0N       20240101028000100000100000 0000000000003630   
0601BEA0N       20240101028100100000100000 0000000000003630   
0601BEA0N       20240101028200100000100000 0000000000003630   
0601BEA0N       20240101028300100000100000 0000000000003630   
0601BEA0N       20240101028400100000100000 0000000000003631   
0601BEA0N       20240101028500100000100000 0000000000003631   
0601BEA0N       20240101028600100000100000 0000000000003631   
0601BEA0N       20240101028700100000100000 0000000000003631   
0601BEA0N       20240101028800100000100000 0000000000003631   
0601BEA0N       20240101028900100000100000 0000000000003632   
0601BEA0N       20240101029000100000100000 0000000000003632   
0601BEA0N       20240101029100100000100000 0000000000003632   
0601BEA0N       20240101029200100000100000 0000000000003632   
0601BEA0N       20240101029300100000100000 0000000000003633   
0601BEA0N       20240101029400100000100000 0000000000003633   
0601BEA0N       20240101029500100000100000 0000000000003633   
0601BEA0N       20240101029600100000100000 0000000000003633   
0601BEA0N       20240101029700100000100000 0000000000003633   
0601BEA0N       20240101029800100000100000 0000000000003634   
0601BEA0N       20240101029900100000100000 0000000000003634   
0601BEA0N       20240101030000100000100000 0000000000003634   
0601BEA1N       20240101000000100000005000 0100000000000000   
0601BEA1N       20240101000005100000005000 0100000000000000   
0601BEA1N       20240101000010100000005000 0100000000000000   
0601BEA1N       20240101000015100000005000 0100000000000000   
0601BEA1N       20240101000020100000005000 0100000000000000   
0601BEA1N       20240101000025100000005000 0100000000000000   
0601BEA1N       20240101000030100000005000 0100000000000000   
0601BEA1N       20240101000035100000005000 0100000000000000   
0601BEA1N       20240101000040100000005000 0100000000000000   
0601BEA1N       20240101000045100000005000 0100000000000000   
0601BEA1N       20240101000050100000005000 0100000000000000   
0601BEA1N       20240101000055100000005000 0100000000000000   
0601BEA1N       20240101000060100000005000 0100000000000000   
0601BEA1N       20240101000065100000005000 0100000000000000   
0601BEA1N       20240101000070100000005000 0100000000000000   
0601BEA1N       20240101000075100000005000 0100000000000000   
0601BEA1N       20240101000080100000005000 0100000000000000   
0601BEA1N       20240101000085100000005000 0100000000000000   
0601BEA1N       20240101000090100000005000 0100000000000000   
0601BEA1N       20240101000095100000005000 0100000000000000   
0601BEA1N       20240101000100100000005000 0100000000000000   
0601BEA1N       20240101000105100000005000 0100000000000000   
0601BEA1N       20240101000110100000005000 0100000000000000   
0601BEA1N       20240101000115100000005000 0100000000000000   
0601BEA1N       20240101000120100000005000 0100000000000000   
0601BEA1N       20240101000125100000005000 0100000000000000   
0601BEA1N       20240101000130100000005000 0100000000000000   
0601BEA1N       20240101000135100000005000 0100000000000000   
0601BEA1N       20240101000140100000005000 0100000000000000   
0601BEA1N       20240101000145100000005000 0100000000000000   
0601BEA1N       20240101000150100000005000 0100000000000000   
0601BEA1N       20240101000155100000005000 0100000000000000   
0601BEA1N       20240101000160100000005000 0100000000000000   
0601BEA1N       20240101000165100000005000 0100000000000000   
0601BEA1N       20240101000170100000005000 0100000000000000   
0601BEA1N       20240101000175100000005000 0100000000000000   
0601BEA1N       20240101000180100000005000 0100000000000000   
0601BEA1N       20240101000185100000005000 0100000000000000   
0601BEA1N       20240101000190100000005000 0100000000000000   
0601BEA1N       20240101000195100000005000 0100000000000000   
0601BEA1N       20240101000200100000005000 0100000000000000   
0601BEA1N       20240101000205100000005000 0100000000000000   
0601BEA1N       20240101000210100000005000 0100000000000000   
0601BEA1N       20240101000215100000005000 0100000000000000   
0601BEA1N       20240101000220100000005000 0100000000000000   
0601BEA1N       20240101000225100000005000 0100000000000000   
0601BEA1N       20240101000230100000005000 0100000000000000   
0601BEA1N       20240101000235100000005000 0100000000000000   
0601BEA1N       20240101000240100000005000 0100000000000000   
0601BEA1N       20240101000245100000005000 0100000000000000   
0601BEA1N       20240101000250100000005000 0100000000000000   
0601BEA1N       20240101000255100000005000 0100000000000000   
0601BEA1N       20240101000260100000005000 0100000000000012   
0601BEA1N       20240101000265100000005000 0100000000000025   
0601BEA1N       20240101000270100000005000 0100000000000039   
0601BEA1N       20240101000275100000005000 0100000000000052   
0601BEA1N       20240101000280100000005000 0100000000000067   
0601BEA1N       20240101000285100000005000 0100000000000079   
0601BEA1N       20240101000290100000005000 0100000000000094   
0601BEA1N       20240101000295100000005000 0100000000000111   
0601BEA1N       20240101000300100000005000 0100000000000128   
0601BEA1N       20240101000305100000005000 0100000000000148   
0601BEA1N       20240101000310100000005000 0100000000000163   
0601BEA1N       20240101000315100000005000 0100000000000185   
0601BEA1N       20240101000320100000005000 0100000000000203   
0601BEA1N       20240101000325100000005000 0100000000000222   
0601BEA1N       20240101000330100000005000 0100000000000244   
0601BEA1N       20240101000335100000005000 0100000000000262   
0601BEA1N       20240101000340100000005000 0100000000000280   
0601BEA1N       20240101000345100000005000 0100000000000297   
0601BEA1N       20240101000350100000005000 0100000000000313   
0601BEA1N       20240101000355100000005000 0100000000000333   
0601BEA1N       20240101000360100000005000 0100000000000349   
0601BEA1N       20240101000365100000005000 0100000000000364   
0601BEA1N       20240101000370100000005000 0100000000000378   
0601BEA1N       20240101000375100000005000 0100000000000393   
0601BEA1N       20240101000380100000005000 0100000000000406   
0601BEA1N       20240101000385100000005000 0100000000000424   
0601BEA1N       20240101000390100000005000 0100000000000437   
0601BEA1N       20240101000395100000005000 0100000000000450   
0601BEA1N       20240101000400100000005000 0100000000000462   
0601BEA1N       20240101000405100000005000 0100000000000481   
0601BEA1N       20240101000410100000005000 0100000000000493   
0601BEA1N       20240101000415100000005000 0100000000000508   
